"","Species","SpeciesID","Week","Weight_g","Porometer","PercentBrown","Dead"
"940","PIPO","PIPO31","13.5",NA,NA,75,"dead"
"941","PIPO","PIPO31","14.0",NA,NA,NA,"dead"
"942","PIPO","PIPO31","14.5",NA,NA,NA,"dead"
"943","PIPO","PIPO31","15.0",NA,NA,NA,"dead"
"944","PIPO","PIPO31","15.5",NA,NA,NA,"dead"
"945","PIPO","PIPO31","16.0",NA,NA,NA,"dead"
"946","PIPO","PIPO31","2.0",650,114.9,10,"alive"
"947","PIPO","PIPO31","2.5",NA,NA,25,"alive"
"948","PIPO","PIPO31","3.0",617,113.3,25,"alive"
"949","PIPO","PIPO31","3.5",NA,NA,25,"alive"
"950","PIPO","PIPO31","4.0",571,201.1,25,"alive"
"951","PIPO","PIPO31","4.5",NA,NA,25,"alive"
"952","PIPO","PIPO31","5.0",523,277.7,25,"alive"
"953","PIPO","PIPO31","5.5",NA,NA,25,"alive"
"954","PIPO","PIPO31","6.0",501,71.8,25,"alive"
"955","PIPO","PIPO31","6.5",NA,NA,25,"alive"
"956","PIPO","PIPO31","7.0",460,48.1,10,"alive"
"957","PIPO","PIPO31","7.5",NA,NA,25,"alive"
"958","PIPO","PIPO31","8.0",391,51.1,25,"alive"
"959","PIPO","PIPO31","8.5",NA,NA,25,"alive"
"960","PIPO","PIPO31","9.0",370,46.4,25,"alive"
"961","PIPO","PIPO31","9.5",NA,NA,NA,"alive"
"962","PIPO","PIPO32","1.0",718,NA,10,"alive"
"963","PIPO","PIPO32","1.5",NA,NA,10,"alive"
"964","PIPO","PIPO32","10.0",407,NA,25,"alive"
"965","PIPO","PIPO32","10.5",NA,NA,25,"alive"
"966","PIPO","PIPO32","11.0",380,NA,25,"alive"
"967","PIPO","PIPO32","11.5",NA,NA,50,"alive"
"968","PIPO","PIPO32","12.0",361,NA,50,"alive"
"969","PIPO","PIPO32","12.5",NA,NA,50,"dead"
"970","PIPO","PIPO32","13.0",353,NA,75,"dead"
"971","PIPO","PIPO32","13.5",NA,NA,75,"dead"
"972","PIPO","PIPO32","14.0",354,NA,75,"dead"
"973","PIPO","PIPO32","14.5",NA,NA,75,"dead"
"974","PIPO","PIPO32","15.0",353,NA,75,"dead"
"975","PIPO","PIPO32","15.5",NA,NA,NA,"dead"
"976","PIPO","PIPO32","16.0",NA,NA,NA,"dead"
"977","PIPO","PIPO32","2.0",691,NA,10,"alive"
"978","PIPO","PIPO32","2.5",NA,NA,10,"alive"
"979","PIPO","PIPO32","3.0",659,NA,10,"alive"
"980","PIPO","PIPO32","3.5",NA,NA,10,"alive"
"981","PIPO","PIPO32","4.0",622,NA,10,"alive"
"982","PIPO","PIPO32","4.5",NA,NA,10,"alive"
"983","PIPO","PIPO32","5.0",571,NA,10,"alive"
"984","PIPO","PIPO32","5.5",NA,NA,10,"alive"
"985","PIPO","PIPO32","6.0",536,NA,10,"alive"
"986","PIPO","PIPO32","6.5",NA,NA,25,"alive"
"987","PIPO","PIPO32","7.0",493,NA,10,"alive"
"988","PIPO","PIPO32","7.5",NA,NA,25,"alive"
"989","PIPO","PIPO32","8.0",456,NA,10,"alive"
"990","PIPO","PIPO32","8.5",NA,NA,10,"alive"
"991","PIPO","PIPO32","9.0",436,NA,10,"alive"
"992","PIPO","PIPO32","9.5",NA,NA,NA,"alive"
"993","PIPO","PIPO33","1.0",739,86.4,10,"alive"
"994","PIPO","PIPO33","1.5",NA,NA,10,"alive"
"995","PIPO","PIPO33","10.0",423,104.8,10,"alive"
"996","PIPO","PIPO33","10.5",NA,NA,10,"alive"
"997","PIPO","PIPO33","11.0",401,86.4,10,"alive"
"998","PIPO","PIPO33","11.5",NA,NA,10,"alive"
"999","PIPO","PIPO33","12.0",383,54.9,25,"alive"
"1000","PIPO","PIPO33","12.5",NA,NA,25,"alive"
"1001","PIPO","PIPO33","13.0",358,44.6,25,"alive"
"1002","PIPO","PIPO33","13.5",NA,NA,50,"dead"
"1003","PIPO","PIPO33","14.0",355,66.9,50,"dead"
"1004","PIPO","PIPO33","14.5",NA,NA,50,"dead"
"1005","PIPO","PIPO33","15.0",356,63.8,75,"dead"
"1006","PIPO","PIPO33","15.5",NA,NA,75,"dead"
"1007","PIPO","PIPO33","16.0",355,64.7,75,"dead"
"1008","PIPO","PIPO33","2.0",714,94.1,10,"alive"
"1009","PIPO","PIPO33","2.5",NA,NA,10,"alive"
"1010","PIPO","PIPO33","3.0",684,104.2,10,"alive"
"1011","PIPO","PIPO33","3.5",NA,NA,10,"alive"
"1012","PIPO","PIPO33","4.0",651,124.5,10,"alive"
"1013","PIPO","PIPO33","4.5",NA,NA,10,"alive"
"1014","PIPO","PIPO33","5.0",619,76.4,10,"alive"
"1015","PIPO","PIPO33","5.5",NA,NA,10,"alive"
"1016","PIPO","PIPO33","6.0",591,77.3,10,"alive"
"1017","PIPO","PIPO33","6.5",NA,NA,25,"alive"
"1018","PIPO","PIPO33","7.0",546,97.1,10,"alive"
"1019","PIPO","PIPO33","7.5",NA,NA,25,"alive"
"1020","PIPO","PIPO33","8.0",470,79.9,10,"alive"
"1021","PIPO","PIPO33","8.5",NA,NA,10,"alive"
"1022","PIPO","PIPO33","9.0",447,56.4,10,"alive"
"1023","PIPO","PIPO33","9.5",NA,NA,NA,"alive"
"1024","PIPO","PIPO34","1.0",661,NA,10,"alive"
"1025","PIPO","PIPO34","1.5",NA,NA,10,"alive"
"1026","PIPO","PIPO34","10.0",325,NA,25,"alive"
"1027","PIPO","PIPO34","10.5",NA,NA,25,"alive"
"1028","PIPO","PIPO34","11.0",316,NA,25,"dead"
"1029","PIPO","PIPO34","11.5",NA,NA,50,"dead"
"1030","PIPO","PIPO34","12.0",314,NA,50,"dead"
"1031","PIPO","PIPO34","12.5",NA,NA,50,"dead"
"1032","PIPO","PIPO34","13.0",314,NA,50,"dead"
"1033","PIPO","PIPO34","13.5",NA,NA,75,"dead"
"1034","PIPO","PIPO34","14.0",NA,NA,NA,"dead"
"1035","PIPO","PIPO34","14.5",NA,NA,NA,"dead"
"1036","PIPO","PIPO34","15.0",NA,NA,NA,"dead"
"1037","PIPO","PIPO34","15.5",NA,NA,NA,"dead"
"1038","PIPO","PIPO34","16.0",NA,NA,NA,"dead"
"1039","PIPO","PIPO34","2.0",637,NA,10,"alive"
"1040","PIPO","PIPO34","2.5",NA,NA,10,"alive"
"1041","PIPO","PIPO34","3.0",601,NA,10,"alive"
"1042","PIPO","PIPO34","3.5",NA,NA,10,"alive"
"1043","PIPO","PIPO34","4.0",557,NA,10,"alive"
"1044","PIPO","PIPO34","4.5",NA,NA,10,"alive"
"1045","PIPO","PIPO34","5.0",508,NA,10,"alive"
"1046","PIPO","PIPO34","5.5",NA,NA,10,"alive"
"1047","PIPO","PIPO34","6.0",474,NA,10,"alive"
"1048","PIPO","PIPO34","6.5",NA,NA,10,"alive"
"1049","PIPO","PIPO34","7.0",427,NA,10,"alive"
"1050","PIPO","PIPO34","7.5",NA,NA,10,"alive"
"1051","PIPO","PIPO34","8.0",373,NA,10,"alive"
"1052","PIPO","PIPO34","8.5",NA,NA,10,"alive"
"1053","PIPO","PIPO34","9.0",354,NA,10,"alive"
"1054","PIPO","PIPO34","9.5",NA,NA,NA,"alive"
"1055","PIPO","PIPO35","1.0",712,125.2,10,"alive"
"1056","PIPO","PIPO35","1.5",NA,NA,10,"alive"
"1057","PIPO","PIPO35","10.0",606,55.1,10,"alive"
"1058","PIPO","PIPO35","10.5",NA,NA,25,"alive"
"1059","PIPO","PIPO35","11.0",581,61.6,25,"alive"
"1060","PIPO","PIPO35","11.5",NA,NA,25,"alive"
"1061","PIPO","PIPO35","12.0",517,71.6,25,"alive"
"1062","PIPO","PIPO35","12.5",NA,NA,25,"alive"
"1063","PIPO","PIPO35","13.0",555,70.1,25,"alive"
"1064","PIPO","PIPO35","13.5",NA,NA,25,"alive"
"1065","PIPO","PIPO35","14.0",475,79.3,25,"alive"
"1066","PIPO","PIPO35","14.5",NA,NA,25,"alive"
"1067","PIPO","PIPO35","15.0",560,75.1,25,"alive"
"1068","PIPO","PIPO35","15.5",NA,NA,25,"alive"
"1069","PIPO","PIPO35","16.0",474,97.6,25,"alive"
"1070","PIPO","PIPO35","2.0",723,184.7,10,"alive"
"1071","PIPO","PIPO35","2.5",NA,NA,10,"alive"
"1072","PIPO","PIPO35","3.0",685,168.6,10,"alive"
"1073","PIPO","PIPO35","3.5",NA,NA,10,"alive"
"1074","PIPO","PIPO35","4.0",628,NA,25,"alive"
"1075","PIPO","PIPO35","4.5",NA,NA,25,"alive"
"1076","PIPO","PIPO35","5.0",656,189.8,25,"alive"
"1077","PIPO","PIPO35","5.5",NA,NA,25,"alive"
"1078","PIPO","PIPO35","6.0",613,82.5,25,"alive"
"1079","PIPO","PIPO35","6.5",NA,NA,25,"alive"
"1080","PIPO","PIPO35","7.0",642,57.8,10,"alive"
"1081","PIPO","PIPO35","7.5",NA,NA,25,"alive"
"1082","PIPO","PIPO35","8.0",520,47.4,25,"alive"
"1083","PIPO","PIPO35","8.5",NA,NA,25,"alive"
"1084","PIPO","PIPO35","9.0",614,80.3,25,"alive"
"1085","PIPO","PIPO35","9.5",NA,NA,NA,"alive"
"1086","PIPO","PIPO36","1.0",721,NA,50,"alive"
"1087","PIPO","PIPO36","1.5",NA,NA,50,"alive"
"1088","PIPO","PIPO36","10.0",427,NA,90,"dead"
"1089","PIPO","PIPO36","10.5",NA,NA,90,"dead"
"1090","PIPO","PIPO36","11.0",412,NA,90,"dead"
"1091","PIPO","PIPO36","11.5",NA,NA,90,"dead"
"1092","PIPO","PIPO36","12.0",392,NA,90,"dead"
"1093","PIPO","PIPO36","12.5",NA,NA,90,"dead"
"1094","PIPO","PIPO36","13.0",369,NA,90,"dead"
"1095","PIPO","PIPO36","13.5",NA,NA,90,"dead"
"1096","PIPO","PIPO36","14.0",NA,NA,NA,"dead"
"1097","PIPO","PIPO36","14.5",NA,NA,NA,"dead"
"1098","PIPO","PIPO36","15.0",NA,NA,NA,"dead"
"1099","PIPO","PIPO36","15.5",NA,NA,NA,"dead"
"1100","PIPO","PIPO36","16.0",NA,NA,NA,"dead"
"1101","PIPO","PIPO36","2.0",701,NA,50,"alive"
"1102","PIPO","PIPO36","2.5",NA,NA,50,"alive"
"1103","PIPO","PIPO36","3.0",670,NA,50,"alive"
"1104","PIPO","PIPO36","3.5",NA,NA,90,"dead"
"1105","PIPO","PIPO36","4.0",645,NA,90,"dead"
"1106","PIPO","PIPO36","4.5",NA,NA,90,"dead"
"1107","PIPO","PIPO36","5.0",616,NA,90,"dead"
"1108","PIPO","PIPO36","5.5",NA,NA,90,"dead"
"1109","PIPO","PIPO36","6.0",591,NA,90,"dead"
"1110","PIPO","PIPO36","6.5",NA,NA,90,"dead"
"1111","PIPO","PIPO36","7.0",556,NA,90,"dead"
"1112","PIPO","PIPO36","7.5",NA,NA,90,"dead"
"1113","PIPO","PIPO36","8.0",483,NA,90,"dead"
"1114","PIPO","PIPO36","8.5",NA,NA,90,"dead"
"1115","PIPO","PIPO36","9.0",454,NA,90,"dead"
"1116","PIPO","PIPO36","9.5",NA,NA,NA,"dead"
"1117","PIPO","PIPO37","1.0",507,NA,10,"alive"
"1118","PIPO","PIPO37","1.5",NA,NA,10,"alive"
"1119","PIPO","PIPO37","10.0",307,NA,75,"dead"
"1120","PIPO","PIPO37","10.5",NA,NA,75,"dead"
"1121","PIPO","PIPO37","11.0",307,NA,75,"dead"
"1122","PIPO","PIPO37","11.5",NA,NA,75,"dead"
"1123","PIPO","PIPO37","12.0",306,NA,75,"dead"
"1124","PIPO","PIPO37","12.5",NA,NA,90,"dead"
"1125","PIPO","PIPO37","13.0",305,NA,75,"dead"
"1126","PIPO","PIPO37","13.5",NA,NA,90,"dead"
"1127","PIPO","PIPO37","14.0",NA,NA,NA,"dead"
"1128","PIPO","PIPO37","14.5",NA,NA,NA,"dead"
"1129","PIPO","PIPO37","15.0",NA,NA,NA,"dead"
"1130","PIPO","PIPO37","15.5",NA,NA,NA,"dead"
"1131","PIPO","PIPO37","16.0",NA,NA,NA,"dead"
"1132","PIPO","PIPO37","2.0",482,NA,10,"alive"
"1133","PIPO","PIPO37","2.5",NA,NA,10,"alive"
"1134","PIPO","PIPO37","3.0",453,NA,10,"alive"
"1135","PIPO","PIPO37","3.5",NA,NA,10,"alive"
"1136","PIPO","PIPO37","4.0",414,NA,10,"alive"
"1137","PIPO","PIPO37","4.5",NA,NA,25,"alive"
"1138","PIPO","PIPO37","5.0",370,NA,10,"alive"
"1139","PIPO","PIPO37","5.5",NA,NA,10,"alive"
"1140","PIPO","PIPO37","6.0",353,NA,25,"alive"
"1141","PIPO","PIPO37","6.5",NA,NA,25,"alive"
"1142","PIPO","PIPO37","7.0",339,NA,10,"alive"
"1143","PIPO","PIPO37","7.5",NA,NA,25,"alive"
"1144","PIPO","PIPO37","8.0",321,NA,25,"alive"
"1145","PIPO","PIPO37","8.5",NA,NA,25,"alive"
"1146","PIPO","PIPO37","9.0",310,NA,25,"alive"
"1147","PIPO","PIPO37","9.5",NA,NA,NA,NA
"1148","PIPO","PIPO38","1.0",597,103.3,10,"alive"
"1149","PIPO","PIPO38","1.5",NA,NA,10,"alive"
"1150","PIPO","PIPO38","10.0",286,50.8,75,"dead"
"1151","PIPO","PIPO38","10.5",NA,NA,75,"dead"
"1152","PIPO","PIPO38","11.0",284,55.3,90,"dead"
"1153","PIPO","PIPO38","11.5",NA,NA,90,"dead"
"1154","PIPO","PIPO38","12.0",283,53.2,75,"dead"
"1155","PIPO","PIPO38","12.5",NA,NA,90,"dead"
"1156","PIPO","PIPO38","13.0",281,48.2,75,"dead"
"1157","PIPO","PIPO38","13.5",NA,NA,90,"dead"
"1158","PIPO","PIPO38","14.0",NA,NA,NA,"dead"
"1159","PIPO","PIPO38","14.5",NA,NA,NA,"dead"
"1160","PIPO","PIPO38","15.0",NA,NA,NA,"dead"
"1161","PIPO","PIPO38","15.5",NA,NA,NA,"dead"
"1162","PIPO","PIPO38","16.0",NA,NA,NA,"dead"
"1163","PIPO","PIPO38","2.0",562,93.4,10,"alive"
"1164","PIPO","PIPO38","2.5",NA,NA,10,"alive"
"1165","PIPO","PIPO38","3.0",522,118.7,10,"alive"
"1166","PIPO","PIPO38","3.5",NA,NA,10,"alive"
"1167","PIPO","PIPO38","4.0",469,165.1,10,"alive"
"1168","PIPO","PIPO38","4.5",NA,NA,25,"alive"
"1169","PIPO","PIPO38","5.0",408,97.8,25,"alive"
"1170","PIPO","PIPO38","5.5",NA,NA,25,"alive"
"1171","PIPO","PIPO38","6.0",381,98.9,10,"alive"
"1172","PIPO","PIPO38","6.5",NA,NA,25,"alive"
"1173","PIPO","PIPO38","7.0",354,109.9,10,"alive"
"1174","PIPO","PIPO38","7.5",NA,NA,25,"alive"
"1175","PIPO","PIPO38","8.0",320,47,50,"alive"
"1176","PIPO","PIPO38","8.5",NA,NA,50,"alive"
"1177","PIPO","PIPO38","9.0",293,53.1,50,"alive"
"1178","PIPO","PIPO38","9.5",NA,NA,NA,NA
"1179","PIPO","PIPO39","1.0",775,154.1,10,"alive"
"1180","PIPO","PIPO39","1.5",NA,NA,10,"alive"
"1181","PIPO","PIPO39","10.0",409,46.4,25,"alive"
"1182","PIPO","PIPO39","10.5",NA,NA,25,"alive"
"1183","PIPO","PIPO39","11.0",385,59,50,"alive"
"1184","PIPO","PIPO39","11.5",NA,NA,75,"alive"
"1185","PIPO","PIPO39","12.0",379,62.1,50,"dead"
"1186","PIPO","PIPO39","12.5",NA,NA,50,"dead"
"1187","PIPO","PIPO39","13.0",378,45.3,50,"dead"
"1188","PIPO","PIPO39","13.5",NA,NA,75,"dead"
"1189","PIPO","PIPO39","14.0",378,66.2,50,"dead"
"1190","PIPO","PIPO39","14.5",NA,NA,NA,"dead"
"1191","PIPO","PIPO39","15.0",NA,NA,NA,"dead"
"1192","PIPO","PIPO39","15.5",NA,NA,NA,"dead"
"1193","PIPO","PIPO39","16.0",NA,NA,NA,"dead"
"1194","PIPO","PIPO39","2.0",738,129.1,10,"alive"
"1195","PIPO","PIPO39","2.5",NA,NA,10,"alive"
"1196","PIPO","PIPO39","3.0",693,126.4,10,"alive"
"1197","PIPO","PIPO39","3.5",NA,NA,10,"alive"
"1198","PIPO","PIPO39","4.0",644,108.6,10,"alive"
"1199","PIPO","PIPO39","4.5",NA,NA,10,"alive"
"1200","PIPO","PIPO39","5.0",574,115.5,10,"alive"
"1201","PIPO","PIPO39","5.5",NA,NA,10,"alive"
"1202","PIPO","PIPO39","6.0",543,101.6,10,"alive"
"1203","PIPO","PIPO39","6.5",NA,NA,10,"alive"
"1204","PIPO","PIPO39","7.0",510,84.4,10,"alive"
"1205","PIPO","PIPO39","7.5",NA,NA,10,"alive"
"1206","PIPO","PIPO39","8.0",463,56.7,25,"alive"
"1207","PIPO","PIPO39","8.5",NA,NA,25,"alive"
"1208","PIPO","PIPO39","9.0",435,62.9,25,"alive"
"1209","PIPO","PIPO39","9.5",NA,NA,NA,"alive"
"1210","PIPO","PIPO40","1.0",688,147.2,10,"alive"
"1211","PIPO","PIPO40","1.5",NA,NA,10,"alive"
"1212","PIPO","PIPO40","10.0",350,49.4,90,"dead"
"1213","PIPO","PIPO40","10.5",NA,NA,90,"dead"
"1214","PIPO","PIPO40","11.0",348,56.6,90,"dead"
"1215","PIPO","PIPO40","11.5",NA,NA,90,"dead"
"1216","PIPO","PIPO40","12.0",347,55.7,90,"dead"
"1217","PIPO","PIPO40","12.5",NA,NA,90,"dead"
"1218","PIPO","PIPO40","13.0",345,44.8,90,"dead"
"1219","PIPO","PIPO40","13.5",NA,NA,90,"dead"
"1220","PIPO","PIPO40","14.0",NA,NA,NA,"dead"
"1221","PIPO","PIPO40","14.5",NA,NA,NA,"dead"
"1222","PIPO","PIPO40","15.0",NA,NA,NA,"dead"
"1223","PIPO","PIPO40","15.5",NA,NA,NA,"dead"
"1224","PIPO","PIPO40","16.0",NA,NA,NA,"dead"
"1225","PIPO","PIPO40","2.0",639,194.9,10,"alive"
"1226","PIPO","PIPO40","2.5",NA,NA,10,"alive"
"1227","PIPO","PIPO40","3.0",578,215,10,"alive"
"1228","PIPO","PIPO40","3.5",NA,NA,10,"alive"
"1229","PIPO","PIPO40","4.0",505,317.4,10,"alive"
"1230","PIPO","PIPO40","4.5",NA,NA,10,"alive"
"1231","PIPO","PIPO40","5.0",440,286.8,25,"alive"
"1232","PIPO","PIPO40","5.5",NA,NA,25,"alive"
"1233","PIPO","PIPO40","6.0",416,88.7,25,"alive"
"1234","PIPO","PIPO40","6.5",NA,NA,50,"alive"
"1235","PIPO","PIPO40","7.0",396,49.8,25,"alive"
"1236","PIPO","PIPO40","7.5",NA,NA,50,"alive"
"1237","PIPO","PIPO40","8.0",361,54,75,"alive"
"1238","PIPO","PIPO40","8.5",NA,NA,75,"alive"
"1239","PIPO","PIPO40","9.0",352,57.2,90,"alive"
"1240","PIPO","PIPO40","9.5",NA,NA,NA,NA
"1241","PIPO","PIPO41","1.0",800,78.3,10,"alive"
"1242","PIPO","PIPO41","1.5",NA,NA,10,"alive"
"1243","PIPO","PIPO41","10.0",657,60.9,10,"alive"
"1244","PIPO","PIPO41","10.5",NA,NA,10,"alive"
"1245","PIPO","PIPO41","11.0",643,70.9,10,"alive"
"1246","PIPO","PIPO41","11.5",NA,NA,10,"alive"
"1247","PIPO","PIPO41","12.0",591,70.4,25,"alive"
"1248","PIPO","PIPO41","12.5",NA,NA,10,"alive"
"1249","PIPO","PIPO41","13.0",632,63.1,10,"alive"
"1250","PIPO","PIPO41","13.5",NA,NA,10,"alive"
"1251","PIPO","PIPO41","14.0",563,77.6,25,"alive"
"1252","PIPO","PIPO41","14.5",NA,NA,10,"alive"
"1253","PIPO","PIPO41","15.0",628,66.8,25,"alive"
"1254","PIPO","PIPO41","15.5",NA,NA,25,"alive"
"1255","PIPO","PIPO41","16.0",565,73.5,25,"alive"
"1256","PIPO","PIPO41","2.0",796,115,10,"alive"
"1257","PIPO","PIPO41","2.5",NA,NA,10,"alive"
"1258","PIPO","PIPO41","3.0",750,208.4,10,"alive"
"1259","PIPO","PIPO41","3.5",NA,NA,10,"alive"
"1260","PIPO","PIPO41","4.0",696,NA,10,"alive"
"1261","PIPO","PIPO41","4.5",NA,NA,10,"alive"
"1262","PIPO","PIPO41","5.0",733,193.3,10,"alive"
"1263","PIPO","PIPO41","5.5",NA,NA,10,"alive"
"1264","PIPO","PIPO41","6.0",687,90.1,10,"alive"
"1265","PIPO","PIPO41","6.5",NA,NA,25,"alive"
"1266","PIPO","PIPO41","7.0",715,68.2,10,"alive"
"1267","PIPO","PIPO41","7.5",NA,NA,25,"alive"
"1268","PIPO","PIPO41","8.0",600,58.8,25,"alive"
"1269","PIPO","PIPO41","8.5",NA,NA,25,"alive"
"1270","PIPO","PIPO41","9.0",685,65.7,25,"alive"
"1271","PIPO","PIPO41","9.5",NA,NA,NA,"alive"
"1272","PIPO","PIPO42","1.0",680,NA,10,"alive"
"1273","PIPO","PIPO42","1.5",NA,NA,10,"alive"
"1274","PIPO","PIPO42","10.0",350,NA,90,"dead"
"1275","PIPO","PIPO42","10.5",NA,NA,90,"dead"
"1276","PIPO","PIPO42","11.0",347,NA,90,"dead"
"1277","PIPO","PIPO42","11.5",NA,NA,90,"dead"
"1278","PIPO","PIPO42","12.0",347,NA,90,"dead"
"1279","PIPO","PIPO42","12.5",NA,NA,90,"dead"
"1280","PIPO","PIPO42","13.0",344,NA,90,"dead"
"1281","PIPO","PIPO42","13.5",NA,NA,90,"dead"
"1282","PIPO","PIPO42","14.0",NA,NA,NA,"dead"
"1283","PIPO","PIPO42","14.5",NA,NA,NA,"dead"
"1284","PIPO","PIPO42","15.0",NA,NA,NA,"dead"
"1285","PIPO","PIPO42","15.5",NA,NA,NA,"dead"
"1286","PIPO","PIPO42","16.0",NA,NA,NA,"dead"
"1287","PIPO","PIPO42","2.0",622,NA,10,"alive"
"1288","PIPO","PIPO42","2.5",NA,NA,10,"alive"
"1289","PIPO","PIPO42","3.0",559,NA,10,"alive"
"1290","PIPO","PIPO42","3.5",NA,NA,10,"alive"
"1291","PIPO","PIPO42","4.0",477,NA,25,"alive"
"1292","PIPO","PIPO42","4.5",NA,NA,25,"alive"
"1293","PIPO","PIPO42","5.0",414,NA,25,"alive"
"1294","PIPO","PIPO42","5.5",NA,NA,25,"alive"
"1295","PIPO","PIPO42","6.0",392,NA,50,"alive"
"1296","PIPO","PIPO42","6.5",NA,NA,50,"alive"
"1297","PIPO","PIPO42","7.0",369,NA,35,"alive"
"1298","PIPO","PIPO42","7.5",NA,NA,90,"alive"
"1299","PIPO","PIPO42","8.0",351,NA,90,"alive"
"1300","PIPO","PIPO42","8.5",NA,NA,90,"alive"
"1301","PIPO","PIPO42","9.0",351,NA,90,"alive"
"1302","PIPO","PIPO42","9.5",NA,NA,NA,NA
"1303","PIPO","PIPO43","1.0",722,NA,10,"alive"
"1304","PIPO","PIPO43","1.5",NA,NA,10,"alive"
"1305","PIPO","PIPO43","10.0",371,NA,75,"alive"
"1306","PIPO","PIPO43","10.5",NA,NA,75,"alive"
"1307","PIPO","PIPO43","11.0",358,NA,75,"alive"
"1308","PIPO","PIPO43","11.5",NA,NA,75,"alive"
"1309","PIPO","PIPO43","12.0",356,NA,75,"dead"
"1310","PIPO","PIPO43","12.5",NA,NA,75,"dead"
"1311","PIPO","PIPO43","13.0",354,NA,75,"dead"
"1312","PIPO","PIPO43","13.5",NA,NA,90,"dead"
"1313","PIPO","PIPO43","14.0",354,NA,75,"dead"
"1314","PIPO","PIPO43","14.5",NA,NA,NA,"dead"
"1315","PIPO","PIPO43","15.0",NA,NA,NA,"dead"
"1316","PIPO","PIPO43","15.5",NA,NA,NA,"dead"
"1317","PIPO","PIPO43","16.0",NA,NA,NA,"dead"
"1318","PIPO","PIPO43","2.0",688,NA,10,"alive"
"1319","PIPO","PIPO43","2.5",NA,NA,25,"alive"
"1320","PIPO","PIPO43","3.0",650,NA,25,"alive"
"1321","PIPO","PIPO43","3.5",NA,NA,25,"alive"
"1322","PIPO","PIPO43","4.0",598,NA,25,"alive"
"1323","PIPO","PIPO43","4.5",NA,NA,50,"alive"
"1324","PIPO","PIPO43","5.0",534,NA,50,"alive"
"1325","PIPO","PIPO43","5.5",NA,NA,50,"alive"
"1326","PIPO","PIPO43","6.0",498,NA,50,"alive"
"1327","PIPO","PIPO43","6.5",NA,NA,75,"alive"
"1328","PIPO","PIPO43","7.0",470,NA,25,"alive"
"1329","PIPO","PIPO43","7.5",NA,NA,50,"alive"
"1330","PIPO","PIPO43","8.0",430,NA,75,"alive"
"1331","PIPO","PIPO43","8.5",NA,NA,75,"alive"
"1332","PIPO","PIPO43","9.0",406,NA,75,"alive"
"1333","PIPO","PIPO43","9.5",NA,NA,NA,"alive"
"1334","PIPO","PIPO44","1.0",693,NA,10,"alive"
"1335","PIPO","PIPO44","1.5",NA,NA,10,"alive"
"1336","PIPO","PIPO44","10.0",369,NA,25,"alive"
"1337","PIPO","PIPO44","10.5",NA,NA,25,"alive"
"1338","PIPO","PIPO44","11.0",347,NA,50,"alive"
"1339","PIPO","PIPO44","11.5",NA,NA,50,"alive"
"1340","PIPO","PIPO44","12.0",338,NA,50,"dead"
"1341","PIPO","PIPO44","12.5",NA,NA,50,"dead"
"1342","PIPO","PIPO44","13.0",336,NA,50,"dead"
"1343","PIPO","PIPO44","13.5",NA,NA,75,"dead"
"1344","PIPO","PIPO44","14.0",336,NA,50,"dead"
"1345","PIPO","PIPO44","14.5",NA,NA,NA,"dead"
"1346","PIPO","PIPO44","15.0",NA,NA,NA,"dead"
"1347","PIPO","PIPO44","15.5",NA,NA,NA,"dead"
"1348","PIPO","PIPO44","16.0",NA,NA,NA,"dead"
"1349","PIPO","PIPO44","2.0",660,NA,10,"alive"
"1350","PIPO","PIPO44","2.5",NA,NA,10,"alive"
"1351","PIPO","PIPO44","3.0",629,NA,10,"alive"
"1352","PIPO","PIPO44","3.5",NA,NA,10,"alive"
"1353","PIPO","PIPO44","4.0",586,NA,10,"alive"
"1354","PIPO","PIPO44","4.5",NA,NA,10,"alive"
"1355","PIPO","PIPO44","5.0",532,NA,10,"alive"
"1356","PIPO","PIPO44","5.5",NA,NA,10,"alive"
"1357","PIPO","PIPO44","6.0",495,NA,10,"alive"
"1358","PIPO","PIPO44","6.5",NA,NA,25,"alive"
"1359","PIPO","PIPO44","7.0",461,NA,10,"alive"
"1360","PIPO","PIPO44","7.5",NA,NA,25,"alive"
"1361","PIPO","PIPO44","8.0",421,NA,25,"alive"
"1362","PIPO","PIPO44","8.5",NA,NA,25,"alive"
"1363","PIPO","PIPO44","9.0",397,NA,25,"alive"
"1364","PIPO","PIPO44","9.5",NA,NA,NA,"alive"
"1365","PIPO","PIPO45","1.0",642,NA,10,"alive"
"1366","PIPO","PIPO45","1.5",NA,NA,10,"alive"
"1367","PIPO","PIPO45","10.0",306,NA,75,"dead"
"1368","PIPO","PIPO45","10.5",NA,NA,75,"dead"
"1369","PIPO","PIPO45","11.0",304,NA,75,"dead"
"1370","PIPO","PIPO45","11.5",NA,NA,75,"dead"
"1371","PIPO","PIPO45","12.0",302,NA,75,"dead"
"1372","PIPO","PIPO45","12.5",NA,NA,75,"dead"
"1373","PIPO","PIPO45","13.0",301,NA,75,"dead"
"1374","PIPO","PIPO45","13.5",NA,NA,75,"dead"
"1375","PIPO","PIPO45","14.0",NA,NA,NA,"dead"
"1376","PIPO","PIPO45","14.5",NA,NA,NA,"dead"
"1377","PIPO","PIPO45","15.0",NA,NA,NA,"dead"
"1378","PIPO","PIPO45","15.5",NA,NA,NA,"dead"
