Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,SampleSize_Weekly_Weight,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,Weight_g,Porometer,PercentBrown,Dead,Dead_Count,Heatwave_graph,Heatwave,WeightMin,WeightMax,Weight_Est,WaterWeight_Base,WaterWeight_Calc,PercentWater,SD_Weight_Total,SD_Weight_Water,Stress_to_Dead_Weight,Stress_Week_Weight,Stress_Week_Avg_Weight
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,4,682,NA,10,alive,0,Pinyon Pine_heatwave,yes,NA,NA,682,NA,NA,NA,53.6376733276155,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,5,699,177.9,10,alive,0,Pinyon Pine_heatwave,yes,NA,NA,699,NA,NA,NA,63.7079272932341,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,6,661,98.6,10,alive,0,Pinyon Pine_heatwave,yes,NA,NA,661,NA,NA,NA,64.0804182258512,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,7,669,96.6,10,alive,0,Pinyon Pine_heatwave,yes,NA,NA,669,NA,NA,NA,63.6616053834648,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,8,517,144.9,10,alive,0,Pinyon Pine_heatwave,yes,NA,NA,517,NA,NA,NA,41.4632367284562,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,9,595,77.9,10,alive,0,Pinyon Pine_heatwave,yes,NA,NA,595,NA,NA,NA,39.6648458965871,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,10,622,83.6,10,alive,0,Pinyon Pine_heatwave,yes,NA,NA,622,NA,NA,NA,37.8919516520329,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,11,610,137.3,10,alive,0,Pinyon Pine_heatwave,yes,NA,NA,610,NA,NA,NA,36.5472297171756,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,12,529,160.6,10,alive,0,Pinyon Pine_heatwave,yes,NA,NA,529,NA,NA,NA,33.9529085646576,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,13,561,117,10,alive,0,Pinyon Pine_heatwave,yes,NA,NA,561,NA,NA,NA,29.8914703552702,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,14,474,147.9,25,alive,0,Pinyon Pine_heatwave,yes,NA,NA,474,NA,NA,NA,35.3652371687226,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,15,531,115.4,25,alive,0,Pinyon Pine_heatwave,yes,NA,NA,531,NA,NA,NA,44.0488365340107,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,16,457,92.5,25,alive,0,Pinyon Pine_heatwave,yes,NA,NA,457,NA,NA,NA,46.2839064902694,NA,NA,NA,3.79323880382056
1,1,Pinus edulis,Pinyon Pine,PIED,PIED15,Ambient_HW,Watered,yes,5,5.58,276,3,NA,17,469,145.3,25,alive,0,Pinyon Pine_heatwave,yes,NA,NA,469,NA,NA,NA,42.6110314355332,NA,NA,NA,3.79323880382056
