Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,Weight_g,Weight_Est,Porometer,Porometer_Est,PercentBrown,PercentBrown_Est,PercentGreen,PercentRed,Dead,Dead_Count,Heatwave_graph,Heatwave,SampleSize,SampleSize_Porometer,SampleSize_Weekly_Dead,SampleSize_Weekly_PercentBrown,SampleSize_Weekly_Photos,SampleSize_Weekly_Weight,SampleSize_Weekly_Porometer,Dead_Week,Stress_Week_Weight,Stress_Week_Avg_Weight,Stress_to_Dead_Weight,Stress_Week_Porometer,Stress_Week_Avg_Porometer,Stress_to_Dead_Porometer,SD_PercentBrown,SD_PercentRed,SD_Weight_Total,SD_Weight_Water,SD_Porometer,WaterWeight_Calc,PercentWater
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,27.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,17.5018795983084,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,28,400,400,NA,NA,25,25,59.11,38.88,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,22.1002500581233,27.55226,29.5853359836112,7.37634911835045,NA,1,0.224215246636771
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,28.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,20.8377188366623,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,29,399,399,NA,NA,50,50,40.06,57.78,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,18.9788663629062,28.83772,28.9225826902385,5.87120538148505,NA,0,0
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,29.5,NA,NA,NA,NA,25,25,NA,NA,dead,1,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,25.1887610693842,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,3,837,837,NA,NA,10,10,90.86,7.27,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,6.15587011251092,8.145341,56.2889864893657,34.0887386868913,NA,438,98.2062780269058
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,3.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,6.66392487478979,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,30,399,399,NA,NA,50,50,11.44,86.22,dead,1,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,23.902213066444,29.26299,28.5182766881724,4.70609906621744,NA,0,0
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,30.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,17.6665011577815,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,31,399,399,NA,NA,75,75,3.77,93.67,dead,1,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,14.2787106892523,22.8289,28.2179487486059,3.58762492905529,NA,0,0
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,31.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,13.0055656102342,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,32,399,399,NA,NA,75,75,3.39,93.96,dead,1,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,13.9924791829115,19.39703,27.770251027048,2.42573917112203,NA,0,0
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,32.5,NA,NA,NA,NA,NA,75,NA,NA,dead,1,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,11.5165784392487,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,33,NA,399,NA,NA,NA,75,3.39,93.96,dead,1,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,12.5656172487509,20.04423,27.6201204311563,1.56944509134179,NA,0,0
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,33.5,NA,NA,NA,NA,NA,75,NA,NA,dead,1,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,10.4974934351517,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,34,NA,399,NA,NA,NA,75,3.39,93.96,dead,1,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,12.5656172487509,16.06118,27.4582937331663,0.670820393249937,NA,0,0
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,34.5,NA,NA,NA,NA,NA,75,NA,NA,dead,1,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,12.5656172487509,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,35,NA,399,NA,NA,NA,75,3.39,93.96,dead,1,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,10.4974934351517,16.22708,27.3974643467526,0.223606797749979,NA,0,0
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,35.5,NA,NA,NA,NA,NA,75,NA,NA,dead,1,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,10.5630936457281,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,36,NA,399,NA,NA,NA,75,3.39,93.96,dead,1,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,10.4974934351517,13.79735,27.3870407309735,0,NA,0,0
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,4,831,831,NA,NA,10,10,89.36,8.9,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,6.15587011251092,9.482136,56.4520290064703,35.8465663040336,NA,432,96.8609865470852
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,4.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,7.53937034925052,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,5,826,826,NA,NA,10,10,89.76,8.01,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,3.35410196624968,9.772639,57.1675975577627,37.1449507796289,NA,427,95.7399103139013
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,5.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,6.15587011251092,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,6,813,813,NA,NA,25,25,85.33,12.66,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,6.15587011251092,9.735655,57.0453190108762,38.2254737329083,NA,414,92.8251121076233
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,6.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,4.61690258438319,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,7,790,790,NA,NA,25,25,93.01,4.67,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,4.61690258438319,5.245189,55.6554012132742,37.9360958510632,NA,391,87.6681614349776
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,7.5,NA,NA,NA,NA,NA,NA,NA,NA,alive,0,Limber Pine,no,20,NA,20,0,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,8,758,758,NA,NA,10,10,87.91,9.8,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,6.15587011251092,8.969947,54.2843148810525,38.2359709394728,NA,359,80.4932735426009
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,8.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,6.66392487478979,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,9,736,736,NA,NA,10,10,89.82,7.96,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,29.5,11.4628066614808,11.4761431218887,18.5371933385192,NA,NA,NA,6.15587011251092,7.139399,53.6661218235392,38.6393241196201,NA,337,75.5605381165919
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL47,Ambient,Drought,no,5.77,90,3,3.6,9.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,6.66392487478979,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,1,793,793,NA,NA,10,10,76.3,22.1,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,3.35410196624968,9.389383,56.5885193861422,33.6960094466923,NA,396,100
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,1.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,4.61690258438319,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,10,604,604,NA,NA,10,10,85.49,13.14,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,6.66392487478979,8.128661,54.4127500538344,40.5544143875336,NA,207,52.2727272727273
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,10.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,7.05243518972441,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,11,570,570,NA,NA,10,10,90.14,7.87,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,6.15587011251092,6.367687,53.2830327491535,40.6802680734323,NA,173,43.6868686868687
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,11.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,6.15587011251092,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,12,535,535,NA,NA,10,10,88.98,9.55,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,6.66392487478979,7.594789,54.258057854159,43.38138698615,NA,138,34.8484848484849
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,12.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,7.05243518972441,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,13,511,511,NA,NA,10,10,83.23,15.33,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,6.15587011251092,8.7542,52.0085013293626,42.0043544108665,NA,114,28.7878787878788
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,13.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,6.15587011251092,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,14,490,490,NA,NA,10,10,87.15,10.98,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,6.15587011251092,8.048347,48.886415075636,39.1637587573001,NA,93,23.4848484848485
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,14.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,6.15587011251092,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,15,474,474,NA,NA,10,10,88.74,9.76,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,6.15587011251092,8.323342,47.3367277013704,37.7395506625414,NA,77,19.4444444444444
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,15.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,3.35410196624968,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,16,NA,NA,NA,NA,NA,NA,NA,NA,alive,0,Limber Pine,no,20,NA,20,0,NA,0,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,16.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,5.49521322798785,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,17,455,455,NA,NA,10,10,88.26,3.38,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,5.49521322798785,9.713959,45.7620849727439,34.7455033061834,NA,58,14.6464646464646
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,17.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,10.0361189814851,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,18,446,446,NA,NA,25,25,79.41,18.73,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,15.327563750522,10.20394,44.6587941478142,32.0396136385142,NA,49,12.3737373737374
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,18.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,7.05243518972441,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,19,439,439,NA,NA,25,25,87.32,9.56,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,7.05243518972441,10.10618,42.3674403286297,28.3761853450537,NA,42,10.6060606060606
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,19.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,6.66392487478979,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,2,780,780,NA,NA,10,10,90.12,7.88,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,4.61690258438319,6.791297,55.5464717719838,33.1079176410465,NA,383,96.7171717171717
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,2.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,5.49521322798785,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,20,430,430,NA,NA,25,25,82.23,16.02,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,7.53937034925052,9.388364,40.939750339917,24.886849201092,NA,33,8.33333333333333
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,20.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,6.15587011251092,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,21,422,422,NA,NA,25,25,90.72,6.86,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,7.05243518972441,8.820022,40.1444759259406,22.5072502938381,NA,25,6.31313131313131
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,21.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,7.05243518972441,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,22,413,413,NA,NA,10,10,83.47,14.95,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,7.05243518972441,10.06928,38.8009766561833,20.7224134948763,NA,16,4.04040404040404
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,22.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,6.66392487478979,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,23,408,408,NA,NA,10,10,74.2,24.41,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,7.05243518972441,13.6353,37.0027026039991,18.3827006778255,NA,11,2.77777777777778
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,23.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,9.9472291830968,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,24,404,404,NA,NA,25,25,68.93,29.61,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,9.634778013448,16.96409,35.4823529155135,16.1372403562626,NA,7,1.76767676767677
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,24.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,16.3252307149007,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,25,403,403,NA,NA,25,25,79.6,18.97,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,9.24804388989767,14.9235,34.077736210951,14.1387857738172,NA,6,1.51515151515152
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,25.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,16.4216641249168,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,26,402,402,NA,NA,25,25,90.07,8.13,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,16.9441808051583,19.01927,32.6336926310346,12.1103479023432,NA,5,1.26262626262626
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,26.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,15.6019566924017,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,27,400,400,NA,NA,25,25,71.21,26.98,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,16.3252307149007,27.57457,30.8994975261479,9.57120132150829,NA,3,0.757575757575758
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,27.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,17.5018795983084,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,28,399,399,NA,NA,25,25,60.31,38.12,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,22.1002500581233,27.55226,29.5853359836112,7.37634911835045,NA,2,0.505050505050505
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,28.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,20.8377188366623,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,29,399,399,NA,NA,25,25,54.9,43.21,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,18.9788663629062,28.83772,28.9225826902385,5.87120538148505,NA,2,0.505050505050505
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,29.5,NA,NA,NA,NA,75,75,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,25.1887610693842,NA,NA,NA,NA,NA,NA
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,3,769,769,NA,NA,10,10,88.79,9.61,alive,0,Limber Pine,no,20,NA,20,20,20,20,NA,31.5,10.4345796351416,11.4761431218887,21.5654203648584,NA,NA,NA,6.15587011251092,8.145341,56.2889864893657,34.0887386868913,NA,372,93.9393939393939
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL48,Ambient,Drought,no,5.49,194,4,4.66,3.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Limber Pine,no,20,NA,20,20,NA,NA,NA,31.5,NA,NA,NA,NA,NA,NA,6.66392487478979,NA,NA,NA,NA,NA,NA
