Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,Weight_g,Weight_Est,Porometer,Porometer_Est,PercentBrown,PercentBrown_Est,PercentGreen,PercentRed,Dead,Dead_Count,Heatwave_graph,Heatwave,SampleSize,SampleSize_Porometer,SampleSize_Weekly_Dead,SampleSize_Weekly_PercentBrown,SampleSize_Weekly_Photos,SampleSize_Weekly_Weight,SampleSize_Weekly_Porometer,Dead_Week,Stress_Week_Weight,Stress_Week_Avg_Weight,Stress_to_Dead_Weight,Stress_Week_Porometer,Stress_Week_Avg_Porometer,Stress_to_Dead_Porometer,SD_PercentBrown,SD_PercentRed,SD_Weight_Total,SD_Weight_Water,SD_Porometer,WaterWeight_Calc,PercentWater
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,1,760,760,156,156,10,10,66.54,32.33,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,0,8.11393834981355,43.872542666228,NA,34.3007774450279,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,1.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,10,616,616,114,114,10,10,71.66,27.24,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,0,6.33056,86.6562173187822,NA,61.3400630365941,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,10.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,11,602,602,181.7,181.7,10,10,71.71,23.8,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,0,7.185616,87.0936277806821,NA,148.235364651399,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,11.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,12,518,518,161.3,161.3,10,10,69.87,28.3,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,8.21583836257749,6.52265,82.2708940026787,NA,48.4714348869517,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,12.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,13,551,551,131.6,131.6,10,10,73.72,25,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,6.70820393249937,4.007671,92.5526876973327,NA,43.9154111142471,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,13.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,14,465,465,223.2,223.2,10,10,72.34,26.16,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,8.21583836257749,4.78589,81.2853000240511,NA,86.0085460870023,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,14.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,15,517,517,170,170,10,10,70.94,26.3,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,17.464249196573,6.796185,84.7100938495525,NA,12.8671416147229,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,15.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3554272337961,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,16,445,445,173.4,173.4,10,10,72.78,24.41,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,8.21583836257749,5.375213,76.0703621655635,NA,68.2181793952316,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,16.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3554272337961,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,17,449,449,178.8,178.8,10,10,68.31,30.15,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,8.21583836257749,6.408193,75.2043881698402,NA,51.7244945198436,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,17.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,18,NA,NA,53,53,NA,NA,NA,NA,alive,0,Pinyon Pine,no,5,3,5,0,NA,0,3,NA,NA,4.32148659959598,NA,22,NA,NA,NA,NA,NA,NA,3.946306289853,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,18.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,19,481,481,NA,NA,10,10,74.03,22.58,alive,0,Pinyon Pine,no,5,3,5,5,5,5,0,NA,NA,4.32148659959598,NA,22,NA,NA,6.70820393249937,6.365986,49.4287365810618,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,19.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8885438199983,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,2,752,752,162,162,10,10,75.47,23.35,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,0,6.507437,45.4059467470947,NA,109.342946731831,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,2.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,20,432,432,NA,NA,10,10,62.36,35.89,alive,0,Pinyon Pine,no,5,3,5,5,5,5,0,NA,NA,4.32148659959598,NA,22,NA,NA,17.464249196573,5.995062,52.6621306063475,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,20.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.464249196573,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,21,504,504,200.4,200.4,10,10,66.23,32.66,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,17.464249196573,5.935631,59.4112783905548,NA,132.702461670209,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,21.5,NA,NA,NA,NA,NA,NA,NA,NA,alive,0,Pinyon Pine,no,5,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,22,422,422,NA,NA,NA,NA,NA,NA,alive,0,Pinyon Pine,no,5,3,5,0,NA,5,0,NA,NA,4.32148659959598,NA,22,NA,NA,NA,NA,112.324529823187,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,22.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4048602908879,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,3,709,709,229.3,229.3,10,10,62.79,35.96,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,0,8.407585,67.0164158993899,NA,41.5857347335999,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,3.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,4,661,661,NA,NA,10,10,81.35,17.65,alive,0,Pinyon Pine,no,5,3,5,5,5,5,0,NA,NA,4.32148659959598,NA,22,NA,NA,6.70820393249937,5.698979,99.6353350975446,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,4.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,5,675,675,140.5,140.5,10,10,71.16,27.58,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,6.70820393249937,5.967752,100.478853496644,NA,72.6202680615635,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,5.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,6,629,629,95.2,95.2,10,10,68.59,30.48,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,8.21583836257749,7.620461,103.50362312499,NA,33.5494162890107,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,6.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,7,679,679,93.9,93.9,10,10,70.21,27.41,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,0,6.360905,83.5505834809069,NA,91.5659507313353,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,7.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,8,587,587,103.9,103.9,10,10,65,33.58,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,0,7.753838,98.508882848198,NA,67.6488235916437,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,8.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,9,657,657,76.6,76.6,10,10,85.15,13.01,alive,0,Pinyon Pine,no,5,3,5,5,5,5,3,NA,NA,4.32148659959598,NA,22,NA,NA,0,7.246882,92.2713389953782,NA,93.9225390059986,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,9.5,NA,NA,NA,NA,NA,NA,NA,NA,alive,0,Pinyon Pine,no,5,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,1,794,794,NA,NA,10,10,52.94,45.93,alive,0,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,5.61951486949016,11.3760821130799,69.9943606750986,25.9726576878151,NA,378,100
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,1.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,7.69483764063866,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,10,440,440,NA,NA,25,25,57.1,41.93,alive,0,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,19.1523592671262,15.39669,68.8120161545312,20.4460493903471,NA,24,6.34920634920635
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,10.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,21.7609285577593,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,11,430,430,NA,NA,25,25,55.11,42.13,alive,0,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,22.5202962389498,18.19874,65.9742108041322,14.8794375168792,NA,14,3.7037037037037
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,11.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,23.7001246079583,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,12,424,424,NA,NA,25,25,43.65,54.72,alive,0,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,22.3966110636074,23.80907,63.4725616457328,10.3880835913923,NA,8,2.11640211640212
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,12.5,NA,NA,NA,NA,50,50,NA,NA,alive,0,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,22.3639486412934,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,13,420,420,NA,NA,50,50,40.42,58.34,alive,0,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,25.4118128813772,23.58404,60.49928712547,5.97264720370147,NA,4,1.05820105820106
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,13.5,NA,NA,NA,NA,50,50,NA,NA,alive,0,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,25.3974258492092,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,14,418,418,NA,NA,50,50,22.49,76.11,alive,0,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,25.6750954490103,23.02828,59.1401843377984,3.62576872268618,NA,2,0.529100529100529
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,14.5,NA,NA,NA,NA,75,75,NA,NA,alive,0,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,24.7944768420579,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,15,418,418,NA,NA,75,75,1.28,97.14,dead,1,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,23.5733271810741,16.20226,58.4854157858959,2.21768542741543,NA,2,0.529100529100529
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,15.5,NA,NA,NA,NA,90,90,NA,NA,dead,1,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,22.8873416839249,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,16,417,417,NA,NA,90,90,0,97.72,dead,1,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,20.0911664858025,14.03969,58.5521709686857,1.25656172487509,NA,1,0.264550264550265
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,16.5,NA,NA,NA,NA,75,75,NA,NA,dead,1,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,15.4181483403687,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,17,416,416,NA,NA,90,90,0.02,98.96,dead,1,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,12.853197203909,11.38939,58.5126567005126,1.02026255077535,NA,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,17.5,NA,NA,NA,NA,NA,90,NA,NA,dead,1,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,14.3575886163796,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,18,NA,NA,NA,NA,NA,NA,NA,NA,dead,1,Pinyon Pine,no,19,NA,18,0,NA,0,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,18.5,NA,NA,NA,NA,NA,90,NA,NA,dead,1,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,10.6169345032177,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,19,NA,416,NA,NA,NA,90,0.02,98.96,dead,1,Pinyon Pine,no,19,NA,19,19,19,15,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,10.6169345032177,1.490912,58.7328901123755,0.828078671210825,NA,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,19.5,NA,NA,NA,NA,NA,90,NA,NA,dead,1,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6.78620892538296,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,2,763,763,NA,NA,10,10,61.14,37.24,alive,0,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,0,7.69364,71.3002054572469,32.6463416898585,NA,347,91.7989417989418
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,2.5,NA,NA,NA,NA,10,10,NA,NA,alive,0,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,3.44123600805843,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,20,NA,416,NA,NA,NA,90,0.02,98.96,dead,1,Pinyon Pine,no,19,NA,19,19,19,15,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,6.28280862437543,1.47888,58.6642586085875,0,NA,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,20.5,NA,NA,NA,NA,NA,90,NA,NA,dead,1,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6.28280862437543,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,21,NA,416,NA,NA,NA,90,0.02,98.96,dead,1,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,6.28280862437543,1.496157,58.4074216224685,0,NA,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,21.5,NA,NA,NA,NA,NA,90,NA,NA,dead,1,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6.28280862437543,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,22,NA,416,NA,NA,NA,90,0.02,98.96,dead,1,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,6.28280862437543,1.496157,58.4074216224685,0,NA,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,22.5,NA,NA,NA,NA,NA,90,NA,NA,dead,1,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6.28280862437543,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,3,716,716,NA,NA,10,10,50.92,47.5,alive,0,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,0,10.79601,75.3121379902003,48.3061024319262,NA,300,79.3650793650794
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,3.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,6.28280862437543,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,4,643,643,NA,NA,25,25,74.56,24.45,alive,0,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,6.78620892538296,6.951618,87.3596451591877,66.8462930953153,NA,227,60.0529100529101
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,4.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,7.16350399411379,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,5,561,561,NA,NA,25,25,58.49,40.18,alive,0,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,10.7197145811703,11.6334,91.0811924918146,70.2823461982773,NA,145,38.3597883597884
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,5.5,NA,NA,NA,NA,25,25,NA,NA,alive,0,Pinyon Pine,no,19,NA,19,19,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,10.6787212586198,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,6,524,524,NA,NA,25,25,54.52,44.43,alive,0,Pinyon Pine,no,19,NA,19,19,19,19,NA,15,4.24763308885734,4.32148659959598,10.7523669111427,NA,NA,NA,10.5755427881106,12.32093,86.6339006886912,63.4754637866001,NA,108,28.5714285714286
