Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,SampleSize_Weekly_PercentBrown,Weight_g,Porometer,PercentBrown,Dead,Dead_Count,Heatwave_graph,Heatwave,PercentBrownMin,PercentBrownMax,PercentBrown_Est,SD_PercentBrown
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,20.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,21,5,640,101.2,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,21,5,755,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,21,5,709,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,21,5,705,208.5,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,21,5,655,136.5,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,21.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,21.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,21.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,21.5,5,NA,NA,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,21.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,22,5,670,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,22,5,608,60.6,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,22,5,650,149.2,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,22,5,583,75.3,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,22,5,706,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,22.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,22.5,5,NA,NA,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,22.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,22.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,22.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,23,5,742,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,23,5,623,50.5,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,23,5,698,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,23,5,677,121,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,23,5,634,62.7,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,23.5,5,NA,NA,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,23.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,23.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,23.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,23.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,24,5,651,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,24,5,576,106.3,25,alive,0,Limber Pine,no,10,50,25,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,24,5,597,124.4,25,alive,0,Limber Pine,no,10,75,25,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,24,5,623,174.4,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,24,5,694,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,24.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,24.5,5,NA,NA,25,alive,0,Limber Pine,no,10,50,25,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,24.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,24.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,24.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,25,5,656,134.5,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,25,5,654,98.5,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,25,5,746,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,25,5,708,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,25,5,709,202.4,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,25.5,5,NA,NA,25,alive,0,Limber Pine,no,10,50,25,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,25.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,25.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,25.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,25.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,26,5,668,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,26,5,612,116.7,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,26,5,705,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,26,5,662,173.4,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,26,5,624,111.9,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,26.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,17.8885438199983
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,26.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,17.8885438199983
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,26.5,5,NA,NA,50,alive,0,Limber Pine,no,10,75,50,17.8885438199983
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,26.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,17.8885438199983
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,26.5,5,NA,NA,10,alive,0,Limber Pine,no,10,50,10,17.8885438199983
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,27,5,698,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,27,5,642,100.5,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,27,5,643,126,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,27,5,699,156.9,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,27,5,727,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,27.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,27.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,27.5,5,NA,NA,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,27.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,27.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,28,5,592,71.4,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,28,5,671,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,28,5,636,171.8,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,28,5,646,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,28,5,606,90.9,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,28.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,28.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,28.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,28.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,28.5,5,NA,NA,25,alive,0,Limber Pine,no,10,50,25,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,29,5,705,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,29,5,652,96.8,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,29,5,646,80.3,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,29,5,732,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,29,5,703,139.2,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,29.5,5,NA,NA,25,alive,0,Limber Pine,no,10,50,25,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,29.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,29.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,29.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,29.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,8.21583836257749
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,3,5,785,364,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,3,5,786,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,3,5,814,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,3,5,735,260.5,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,3,5,724,173.3,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,3.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,3.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,3.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,3.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,3.5,5,NA,NA,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,30,5,649,224.9,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,30,5,658,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,30,5,684,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,30,5,603,107,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,30,5,615,138.6,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,30.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,30.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,30.5,5,NA,NA,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,30.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,30.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,31,5,710,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,31,5,656,130.7,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,31,5,640,127,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,31,5,741,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,31,5,699,251.4,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,31.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,31.5,5,NA,NA,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,31.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,31.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,31.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,32,5,655,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,32,5,634,125.2,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,32,5,590,60.4,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,32,5,610,76.5,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,32,5,679,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,32.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,32.5,5,NA,NA,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,32.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,32.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,32.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,33,5,716,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,33,5,672,224.8,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,33,5,694,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,33,5,646,139.2,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,33,5,638,127.1,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,33.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,33.5,5,NA,NA,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,33.5,5,NA,NA,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,33.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,33.5,5,NA,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL27,Ambient,Watered,no,5.54,150,6,NA,34,5,639,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL28,Ambient,Watered,yes,5.27,170,5,NA,34,5,606,153.9,25,alive,0,Limber Pine,no,10,75,25,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL30,Ambient,Watered,yes,6.31,128,4,NA,34,5,608,208.9,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL29,Ambient,Watered,yes,4.08,129,4,NA,34,5,589,126.9,10,alive,0,Limber Pine,no,10,50,10,6.70820393249937
1,2,Pinus flexilis,Limber Pine,PIFL,PIFL26,Ambient,Watered,no,6.82,112,3,NA,34,5,654,NA,10,alive,0,Limber Pine,no,10,10,10,6.70820393249937
