Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,SampleSize_Weekly_PercentBrown,Weight_g,Porometer,PercentBrown,Dead,Dead_Count,Heatwave_graph,Heatwave,PercentBrownMin,PercentBrownMax,PercentBrown_Est,SD_PercentBrown
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,22.5,20,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,10,90,90,4.61690258438319
1,1,Pinus edulis,Pinyon Pine,PIED,PIED45,Ambient_HW,Drought,no,4.22,119,4,4.85,22.5,20,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,10,90,90,4.61690258438319
1,1,Pinus edulis,Pinyon Pine,PIED,PIED09,Ambient_HW,Drought,no,4.73,194,5,5.41,22.5,20,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,10,90,90,4.61690258438319
1,1,Pinus edulis,Pinyon Pine,PIED,PIED14,Ambient_HW,Drought,no,5.29,250,4,5.45,22.5,20,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,10,90,90,4.61690258438319
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,22.5,20,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,10,90,90,4.61690258438319
1,1,Pinus edulis,Pinyon Pine,PIED,PIED13,Ambient_HW,Drought,yes,5.35,299,4,9.78,22.5,20,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,10,75,75,4.61690258438319
1,1,Pinus edulis,Pinyon Pine,PIED,PIED31,Ambient_HW,Drought,yes,5.88,300,5,6.85,22.5,20,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,10,90,90,4.61690258438319
1,1,Pinus edulis,Pinyon Pine,PIED,PIED30,Ambient_HW,Drought,yes,4.95,196,4,5.72,3,20,753,253.7,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED43,Ambient_HW,Drought,yes,5.14,302,4,6.81,3,20,594,177.9,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,3,20,700,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED35,Ambient_HW,Drought,yes,5.6,267,5,6.48,3,20,572,288.8,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED45,Ambient_HW,Drought,no,4.22,119,4,4.85,3,20,663,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED31,Ambient_HW,Drought,yes,5.88,300,5,6.85,3,20,738,149,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,3,20,734,293.1,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED48,Ambient_HW,Drought,no,6.21,310,5,10.73,3,20,577,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED09,Ambient_HW,Drought,no,4.73,194,5,5.41,3,20,643,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED14,Ambient_HW,Drought,no,5.29,250,4,5.45,3,20,724,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,3,20,664,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED13,Ambient_HW,Drought,yes,5.35,299,4,9.78,3,20,656,196.6,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED33,Ambient_HW,Drought,yes,6.24,423,4,13.6,3,20,572,227.3,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED27,Ambient_HW,Drought,no,5.09,253,4,6.48,3,20,627,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,3,20,683,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,3,20,763,175.3,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED37,Ambient_HW,Drought,no,9.41,415,5,16.59,3,20,616,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,3,20,709,369.1,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED16,Ambient_HW,Drought,yes,4.21,260,4,4.83,3,20,632,342,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED47,Ambient_HW,Drought,no,6.8,460,4,6.3,3,20,660,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED35,Ambient_HW,Drought,yes,5.6,267,5,6.48,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED43,Ambient_HW,Drought,yes,5.14,302,4,6.81,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED33,Ambient_HW,Drought,yes,6.24,423,4,13.6,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,3.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED13,Ambient_HW,Drought,yes,5.35,299,4,9.78,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED27,Ambient_HW,Drought,no,5.09,253,4,6.48,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED45,Ambient_HW,Drought,no,4.22,119,4,4.85,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED30,Ambient_HW,Drought,yes,4.95,196,4,5.72,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED16,Ambient_HW,Drought,yes,4.21,260,4,4.83,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,3.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED09,Ambient_HW,Drought,no,4.73,194,5,5.41,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED47,Ambient_HW,Drought,no,6.8,460,4,6.3,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED37,Ambient_HW,Drought,no,9.41,415,5,16.59,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED48,Ambient_HW,Drought,no,6.21,310,5,10.73,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED31,Ambient_HW,Drought,yes,5.88,300,5,6.85,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,3.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,3.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED14,Ambient_HW,Drought,no,5.29,250,4,5.45,3.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,4,20,635,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED13,Ambient_HW,Drought,yes,5.35,299,4,9.78,4,20,561,263.1,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED30,Ambient_HW,Drought,yes,4.95,196,4,5.72,4,20,702,186.4,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED33,Ambient_HW,Drought,yes,6.24,423,4,13.6,4,20,499,211.2,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED43,Ambient_HW,Drought,yes,5.14,302,4,6.81,4,20,513,224.5,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED35,Ambient_HW,Drought,yes,5.6,267,5,6.48,4,20,499,172.8,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED09,Ambient_HW,Drought,no,4.73,194,5,5.41,4,20,596,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED45,Ambient_HW,Drought,no,4.22,119,4,4.85,4,20,610,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED27,Ambient_HW,Drought,no,5.09,253,4,6.48,4,20,565,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,4,20,670,232.5,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,4,20,654,410.9,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED31,Ambient_HW,Drought,yes,5.88,300,5,6.85,4,20,692,148.7,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,4,20,725,96.9,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,4,20,576,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED16,Ambient_HW,Drought,yes,4.21,260,4,4.83,4,20,569,317.9,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED47,Ambient_HW,Drought,no,6.8,460,4,6.3,4,20,563,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED14,Ambient_HW,Drought,no,5.29,250,4,5.45,4,20,647,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED37,Ambient_HW,Drought,no,9.41,415,5,16.59,4,20,535,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED48,Ambient_HW,Drought,no,6.21,310,5,10.73,4,20,486,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,4,20,602,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED30,Ambient_HW,Drought,yes,4.95,196,4,5.72,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED43,Ambient_HW,Drought,yes,5.14,302,4,6.81,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED35,Ambient_HW,Drought,yes,5.6,267,5,6.48,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED47,Ambient_HW,Drought,no,6.8,460,4,6.3,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED27,Ambient_HW,Drought,no,5.09,253,4,6.48,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED33,Ambient_HW,Drought,yes,6.24,423,4,13.6,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED45,Ambient_HW,Drought,no,4.22,119,4,4.85,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED16,Ambient_HW,Drought,yes,4.21,260,4,4.83,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED37,Ambient_HW,Drought,no,9.41,415,5,16.59,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED48,Ambient_HW,Drought,no,6.21,310,5,10.73,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED31,Ambient_HW,Drought,yes,5.88,300,5,6.85,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,4.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED09,Ambient_HW,Drought,no,4.73,194,5,5.41,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED13,Ambient_HW,Drought,yes,5.35,299,4,9.78,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,4.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,4.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED14,Ambient_HW,Drought,no,5.29,250,4,5.45,4.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,5.49521322798785
1,1,Pinus edulis,Pinyon Pine,PIED,PIED35,Ambient_HW,Drought,yes,5.6,267,5,6.48,5,20,420,194.9,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED31,Ambient_HW,Drought,yes,5.88,300,5,6.85,5,20,635,104,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,5,20,609,226.1,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED43,Ambient_HW,Drought,yes,5.14,302,4,6.81,5,20,450,149.5,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED27,Ambient_HW,Drought,no,5.09,253,4,6.48,5,20,508,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,5,20,675,176.3,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED33,Ambient_HW,Drought,yes,6.24,423,4,13.6,5,20,468,80,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED45,Ambient_HW,Drought,no,4.22,119,4,4.85,5,20,553,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED37,Ambient_HW,Drought,no,9.41,415,5,16.59,5,20,506,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED09,Ambient_HW,Drought,no,4.73,194,5,5.41,5,20,535,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED30,Ambient_HW,Drought,yes,4.95,196,4,5.72,5,20,649,122.3,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED14,Ambient_HW,Drought,no,5.29,250,4,5.45,5,20,579,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED16,Ambient_HW,Drought,yes,4.21,260,4,4.83,5,20,517,262.1,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED13,Ambient_HW,Drought,yes,5.35,299,4,9.78,5,20,492,272.4,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,5,20,581,354.7,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED48,Ambient_HW,Drought,no,6.21,310,5,10.73,5,20,432,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED47,Ambient_HW,Drought,no,6.8,460,4,6.3,5,20,528,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,5,20,528,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,5,20,514,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,5,20,572,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,6.15587011251092
1,1,Pinus edulis,Pinyon Pine,PIED,PIED35,Ambient_HW,Drought,yes,5.6,267,5,6.48,5.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED31,Ambient_HW,Drought,yes,5.88,300,5,6.85,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED37,Ambient_HW,Drought,no,9.41,415,5,16.59,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,5.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,5.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED27,Ambient_HW,Drought,no,5.09,253,4,6.48,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED16,Ambient_HW,Drought,yes,4.21,260,4,4.83,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED33,Ambient_HW,Drought,yes,6.24,423,4,13.6,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED30,Ambient_HW,Drought,yes,4.95,196,4,5.72,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED45,Ambient_HW,Drought,no,4.22,119,4,4.85,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED47,Ambient_HW,Drought,no,6.8,460,4,6.3,5.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED13,Ambient_HW,Drought,yes,5.35,299,4,9.78,5.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,75,25,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,5.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED43,Ambient_HW,Drought,yes,5.14,302,4,6.81,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED21,Ambient_HW,Drought,no,6.45,333,4,11.37,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED25,Ambient_HW,Drought,no,6.19,305,5,6.09,5.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED14,Ambient_HW,Drought,no,5.29,250,4,5.45,5.5,20,NA,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED09,Ambient_HW,Drought,no,4.73,194,5,5.41,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED48,Ambient_HW,Drought,no,6.21,310,5,10.73,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED26,Ambient_HW,Drought,no,6.69,378,5,18.2,5.5,20,NA,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.53937034925052
1,1,Pinus edulis,Pinyon Pine,PIED,PIED31,Ambient_HW,Drought,yes,5.88,300,5,6.85,6,20,601,88.2,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.05243518972441
1,1,Pinus edulis,Pinyon Pine,PIED,PIED35,Ambient_HW,Drought,yes,5.6,267,5,6.48,6,20,392,86.3,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,7.05243518972441
1,1,Pinus edulis,Pinyon Pine,PIED,PIED14,Ambient_HW,Drought,no,5.29,250,4,5.45,6,20,548,NA,25,alive,0,Pinyon Pine_heatwave,yes,10,90,25,7.05243518972441
1,1,Pinus edulis,Pinyon Pine,PIED,PIED27,Ambient_HW,Drought,no,5.09,253,4,6.48,6,20,470,NA,10,alive,0,Pinyon Pine_heatwave,yes,10,75,10,7.05243518972441
1,1,Pinus edulis,Pinyon Pine,PIED,PIED23,Ambient_HW,Drought,yes,5.62,257,5,6.26,6,20,578,101.8,10,alive,0,Pinyon Pine_heatwave,yes,10,90,10,7.05243518972441
