ScientificName,CommonName,Species,Treatment_temp,Treatment_water,Heatwave_graph,Heatwave,Week,PercentBrown_Est,PercentGreen,PercentRed,Weight_Est,Porometer_Est,SampleSize,SampleSize_Porometer,SampleSize_Weekly_Dead,SampleSize_Weekly_PercentBrown,SampleSize_Weekly_Photos,SampleSize_Weekly_Weight,SampleSize_Weekly_Porometer,Dead_Count,Dead_Week_Avg,Stress_Week_Avg_Weight,Stress_to_Dead_Avg_Weight,Stress_Week_Avg_Porometer,Stress_to_Dead_Avg_Porometer,SD_PercentBrown,SD_PercentRed,SD_Weight_Total,SD_Weight_Water,SD_Porometer,WaterWeight_Calc,PercentWater
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,1,13.75,75.5185,23.094,675.6,218.27,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,6.66392487478979,6.728059,51.4693572608218,21.7992636283165,61.7379056982013,362.95,100
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,1.5,16,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,7.53937034925052,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,2,10,77.227,21.4415,657.6,207.34,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,0,6.408043,51.9051767015685,21.9436479239557,60.3550089976889,344.95,95.0257559960219
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,2.5,12.25,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,5.49521322798785,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,3,12.25,69.5305,29.3525,628.3,115.23,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,5.49521322798785,7.668287,52.9409800477952,23.5109716828906,45.0464217348183,315.65,86.9161380866624
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,3.5,12.25,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,5.49521322798785,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,4,12.25,91.69,5.4645,607.6,132.68,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,5.49521322798785,3.793305,53.3719816106975,24.9493697842567,39.6914992298239,294.95,81.1968777099408
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,4.5,NA,NA,NA,NA,NA,20,10,20,0,NA,NA,NA,0,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,5,12.25,76.2095,22.037,582.5,136.63,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,5.49521322798785,8.259457,54.5271540272898,27.0890830603886,56.6844491706304,269.85,74.2589990539334
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,5.5,13.75,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,6.66392487478979,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,6,12.25,83.8965,14.133,561,101.43,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,5.49521322798785,4.733933,55.033004451396,28.0681032678133,20.0489983124677,248.35,68.310734493886
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,6.5,14.5,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,7.05243518972441,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,7,13,80.1335,18.4175,534.1,98.05,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,6.15587011251092,5.815958,56.0966271619548,30.7459453895101,31.5254482741941,221.45,60.8763321911895
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,7.5,13.75,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,6.66392487478979,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,8,13.75,83.699,15.4205,489.25,105.77,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,6.66392487478979,4.165365,55.508060106998,31.8902723990281,24.9035495015827,176.6,48.5290864104492
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,8.5,13,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,6.15587011251092,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,9,14.5,82.3855,16.28,456.5,120.26,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,7.05243518972441,4.290833,53.5787664147498,30.9724410607746,17.5343599192493,143.85,39.5215039570342
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,9.5,15.25,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,7.34040727394389,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,10,14.5,79.2735,18.8595,432.55,94.33,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,7.05243518972441,6.360406,51.3322254380331,29.3004400901025,12.9177784467764,119.9,32.9355996537756
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,10.5,14.5,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,7.05243518972441,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,11,14.5,82.6315,15.9315,408.35,104.53,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,7.05243518972441,5.104242,47.1328190497762,24.2228687075056,14.5583920052243,95.7,26.3009410928339
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,11.5,13.75,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,6.66392487478979,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,12,13,82.9635,15.3345,391.05,118.63,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,6.15587011251092,5.061221,45.3483302077549,21.7459010051622,31.4200944195484,78.4,21.5399021039143
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,12.5,10,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,13,NA,NA,NA,NA,63.9,20,10,20,0,NA,0,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,NA,NA,NA,NA,6.65482281256734,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,13.5,10,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,14,10,75.69,22.8665,369.894736842105,NA,20,10,20,20,20,19,0,0,19.2,7.66893041629714,11.7310695837029,12.5,7,0,6.989114,43.8100631981615,18.4763164349891,NA,56.4736842105263,15.4993268303533
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,14.5,10,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,15,10.75,70.706,27.235,358.4,NA,20,10,20,20,20,20,0,0,19.2,7.66893041629714,11.7310695837029,12.5,7,3.35410196624968,8.152476,41.6557318985035,15.993008340818,NA,45.75,12.5594739895452
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,15.5,13,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,6.15587011251092,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,16,15.25,73.6645,23.6705,349.3,28.44,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,7.34040727394389,8.973348,40.0014473422361,13.3388037023762,2.04461351957881,36.65,10.061235029074
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,16.5,13.75,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,19.2,NA,NA,NA,NA,6.66392487478979,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,17,16,67.5275,30.778,339.35,75.17,20,10,20,20,20,20,10,0,19.2,7.66893041629714,11.7310695837029,12.5,7,7.53937034925052,11.48334,39.5238435697531,11.6035384802722,19.1718572681707,26.7,7.31908448485959
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,17.5,23,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,3,19.2,NA,NA,NA,NA,11.5165784392487,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,18,27.5,55.038,42.794,332.65,50.4,20,10,20,20,20,20,10,8,19.2,7.66893041629714,11.7310695837029,12.5,7,22.5073087544562,24.03106,38.826571205541,10.2751616711573,10.2487939669884,20,5.47082077747163
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,18.5,38.75,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,10,19.2,NA,NA,NA,NA,29.239258036522,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,19,42.75,38.655,58.905,324.45,18.25,20,10,20,20,20,20,10,12,19.2,7.66893041629714,11.7310695837029,12.5,7,33.1850870120902,30.32246,37.7867632072954,8.84724161592337,9.76072060181351,11.8,3.21696095260539
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,19.5,57.5,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,12,19.2,NA,NA,NA,NA,33.6193866376937,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,20,61.25,16.192,80.22,318.6,19.65,20,10,20,20,20,20,10,15,19.2,7.66893041629714,11.7310695837029,12.5,7,33.5557274113565,23.72652,36.7486483818757,7.0894658695694,18.0345501745954,5.95,1.617416120782
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,20.5,71.25,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,16,19.2,NA,NA,NA,NA,29.4634028120168,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,21,74.5,8.584,88.121,315.894736842105,24.26,20,10,20,20,20,19,10,18,19.2,7.66893041629714,11.7310695837029,12.5,7,26.4027510528334,20.31084,36.2137094004192,3.79904574044742,26.0132530325089,2.10526315789474,0.55372198797202
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,21.5,80,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,19,19.2,NA,NA,NA,NA,23.4520787991171,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,22,80,6.1605,90.3515,314,20.94,20,10,20,20,20,20,10,19,19.2,7.66893041629714,11.7310695837029,12.5,7,23.4520787991171,17.81712,34.9224705221212,2.85205373832889,34.329941580039,1.35,0.363335288418464
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,22.5,86.5,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,20,19.2,NA,NA,NA,NA,9.74679434480896,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,23,87.25,1.739,94.6365,313,4,20,10,20,20,20,20,10,20,19.2,7.66893041629714,11.7310695837029,12.5,7,9.38573946277851,6.57767,33.9473276213545,1.18210338847862,12.6491106406735,0.35,0.0916124992545768
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,23.5,88.5,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,20,19.2,NA,NA,NA,NA,4.61690258438319,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Drought,Engelman Spruce,no,24,88.5,0.524,95.8315,312.65,0,20,10,20,20,20,20,10,20,19.2,7.66893041629714,11.7310695837029,12.5,7,4.61690258438319,1.623893,33.057008174874,0,0,0,0
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,1,22,65.89,32.686,661,152.6,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,6.70820393249937,10.09476,41.6052881254294,NA,20.9449277869369,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,1.5,25,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,2,13,66.626,31.96,667.6,175.233333333333,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,6.70820393249937,11.48666,43.0267358743375,NA,51.7838134298096,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,2.5,13,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,3,19,56.84,41.986,635.8,110.1,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,8.21583836257749,15.7047,45.0965630619452,NA,14.4374512986192,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,3.5,19,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,4,24,87.536,9.596,660.2,91.0333333333333,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,16.3554272337961,2.142055,39.8020099994963,NA,11.828919364563,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,4.5,NA,NA,NA,NA,NA,5,3,5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,5,19,62.188,36.018,659.6,95.8,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,8.21583836257749,20.7122,38.2922968754814,NA,19.5839219769688,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,5.5,19,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,6,16,74.24,23.742,659.2,84.2333333333333,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,8.21583836257749,14.60113,39.8271264341278,NA,26.9388814417625,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,6.5,19,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,7,13,68.492,30.018,624.6,85.6666666666667,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,6.70820393249937,14.78303,41.0158505946177,NA,3.28075194632775,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,7.5,16,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,8,16,75.134,23.878,592.8,99.6,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,8.21583836257749,10.87583,38.2975195019207,NA,10.0014998875169,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,8.5,16,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,9,13,73.854,24.958,540.2,120.766666666667,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,6.70820393249937,12.93063,40.1895508807949,NA,13.4019899020009,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,9.5,16,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,10,16,67.578,30.748,627.2,95.4333333333333,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,8.21583836257749,16.76487,38.4408636739603,NA,11.3606044440132,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,10.5,13,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,11,16,70.688,27.832,574.8,105.566666666667,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,8.21583836257749,14.89646,43.8200867183076,NA,10.3606627844619,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,11.5,13,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,12,13,71.062,27.426,600.6,90.7333333333333,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,6.70820393249937,14.69382,43.3970045049195,NA,14.9286078833002,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,12.5,10,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,13,NA,NA,NA,NA,65.5,5,3,5,0,NA,0,3,0,NA,7.66893041629714,NA,NA,NA,NA,NA,NA,NA,14.5006896387724,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,13.5,10,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,14,10,63.298,35.276,614,NA,5,3,5,5,5,5,0,0,NA,7.66893041629714,NA,NA,NA,0,18.17715,40.4783892960182,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,14.5,13,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,15,13,60.064,37.844,575.4,NA,5,3,5,5,5,5,0,0,NA,7.66893041629714,NA,NA,NA,6.70820393249937,23.64532,40.9182111045925,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,15.5,16,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,16,19,62.72,33.982,625.8,46.3333333333333,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,8.21583836257749,22.67072,39.4296842493064,NA,9.12213425319609,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,16.5,19,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,17,19,65.14,33.234,568.2,83.7,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,8.21583836257749,20.51546,37.545971821222,NA,5.10979451641649,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,17.5,16,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,18,16,67.06,31.082,629.6,86.7666666666667,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,8.21583836257749,21.36291,33.9823483591114,NA,16.9777305118597,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,18.5,13,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,19,19,66.88,31.61,558.8,31.1,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,8.21583836257749,19.58441,29.8278393451487,NA,2.69629375254255,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,19.5,16,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,8.21583836257749,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,20,19,55.742,42.564,590.6,44.6,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,8.21583836257749,22.43131,41.991665839783,NA,2.68514431641951,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,20.5,22,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,21,22,58.56,40.376,533.2,67.2,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,6.70820393249937,20.98051,41.6677333196804,NA,13.8133992919918,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,21.5,22,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,22,13,67.302,31.73,623.8,82.4333333333333,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,6.70820393249937,17.73385,42.511175001404,NA,11.9433384500873,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,22.5,22,NA,NA,NA,NA,5,3,5,5,NA,NA,NA,0,NA,NA,NA,NA,NA,6.70820393249937,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,23,22,71.578,27.292,568.2,83.0333333333333,5,3,5,5,5,5,3,0,NA,7.66893041629714,NA,NA,NA,6.70820393249937,15.38394,44.5331337320876,NA,28.2278821970996,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,23.5,NA,NA,NA,NA,NA,5,3,5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient,Watered,Engelman Spruce,no,24,22,59.376,39.68,595.6,NA,5,3,5,5,5,5,0,0,NA,7.66893041629714,NA,NA,NA,6.70820393249937,21.52433,40.3150096118059,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient_HW,Drought,Engelman Spruce_heatwave,yes,1,12.25,78.041,20.4805,816.25,218.15,20,10,20,20,20,20,10,0,18.925,7.50704013715058,11.6929598628494,13.1,6.3,5.49521322798785,8.269709,41.144002568642,23.7093696779631,62.563110358883,420.65,100
Picea engelmannii,Engelman Spruce,PIEN,Ambient_HW,Drought,Engelman Spruce_heatwave,yes,1.5,15.25,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,18.925,NA,NA,NA,NA,7.34040727394389,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient_HW,Drought,Engelman Spruce_heatwave,yes,2,10.75,78.628,20.2465,796,210.75,20,10,20,20,20,20,10,0,18.925,7.50704013715058,11.6929598628494,13.1,6.3,3.35410196624968,7.891641,43.7228111004578,27.4885622147027,74.6544818926946,400.4,95.1253117431149
Picea engelmannii,Engelman Spruce,PIEN,Ambient_HW,Drought,Engelman Spruce_heatwave,yes,2.5,12.25,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,18.925,NA,NA,NA,NA,5.49521322798785,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient_HW,Drought,Engelman Spruce_heatwave,yes,3,12.25,71.589,27.277,767.25,145.53,20,10,20,20,20,20,10,0,18.925,7.50704013715058,11.6929598628494,13.1,6.3,5.49521322798785,9.891176,47.3051404795449,32.3749009346178,39.8561594291829,371.65,88.2220836969077
Picea engelmannii,Engelman Spruce,PIEN,Ambient_HW,Drought,Engelman Spruce_heatwave,yes,3.5,12.25,NA,NA,NA,NA,20,10,20,20,NA,NA,NA,0,18.925,NA,NA,NA,NA,5.49521322798785,NA,NA,NA,NA,NA,NA
Picea engelmannii,Engelman Spruce,PIEN,Ambient_HW,Drought,Engelman Spruce_heatwave,yes,4,12.25,91.6625,6.1845,743.9,116.04,20,10,20,20,20,20,10,0,18.925,7.50704013715058,11.6929598628494,13.1,6.3,5.49521322798785,3.771466,50.3439747087344,35.8947291248641,33.5858832778826,348.3,82.6155454908869
