Week,Species,Treatment_temp,Treatment_water,Dead_Count,Weight_g,Weight_Est,WeightMin,WeightMax,WaterWeight_Base,WaterWeight_Calc,PercentWater,SD_Weight_Total,SD_Weight_Water,Stress_Week_Avg_Weight
19,PIEN,Ambient,Drought,12,324,324,313,676,363,12,3,37.7867632072954,8.84724161592337,7.66893041629714
19,PIEN,Ambient,Watered,0,559,559,NA,NA,NA,NA,NA,29.8278393451487,NA,7.66893041629714
19,PIEN,Ambient_HW,Drought,10,405,405,396,816,421,10,2,28.7392542847254,6.14966836932135,7.50704013715058
19,PIEN,Ambient_HW,Watered,0,687,687,NA,NA,NA,NA,NA,10.807404868885,NA,7.50704013715058
19,PIFL,Ambient,Drought,0,440,440,365,759,394,74,19,42.3674403286297,28.3761853450537,11.4761431218887
19,PIFL,Ambient,Watered,0,717,717,NA,NA,NA,NA,NA,37.2786802341499,NA,11.4761431218887
19,PIFL,Ambient_HW,Drought,1,383,388,348,706,358,40,11,49.1580426572777,21.777523420164,9.3772157592602
19,PIFL,Ambient_HW,Watered,0,598,598,NA,NA,NA,NA,NA,42.8217234590108,NA,9.3772157592602
19,PSME,Ambient,Drought,8,358,358,349,707,358,9,2,32.1415864410481,7.05691150575094,7.81970030857376
19,PSME,Ambient,Watered,0,671,671,NA,NA,NA,NA,NA,50.4648392447653,NA,7.81970030857376
19,PSME,Ambient_HW,Drought,15,366,366,360,698,338,6,2,33.7112740785631,4.49444101084885,6.9568851990617
19,PSME,Ambient_HW,Watered,0,656,656,NA,NA,NA,NA,NA,34.590461112856,NA,6.9568851990617
20,PIED,Ambient,Drought,15,391,383,383,755,373,0,0,58.6642586085875,0,4.32148659959598
20,PIED,Ambient,Watered,0,480,480,NA,NA,NA,NA,NA,52.6621306063475,NA,4.32148659959598
20,PIED,Ambient_HW,Drought,17,402,381,381,749,368,0,0,40.8239585076618,0.485071250072666,3.79323880382056
20,PIED,Ambient_HW,Watered,0,448,448,NA,NA,NA,NA,NA,45.2249930901045,NA,3.79323880382056
20,PIEN,Ambient,Drought,15,319,319,313,676,363,6,2,36.7486483818757,7.0894658695694,7.66893041629714
20,PIEN,Ambient,Watered,0,591,591,NA,NA,NA,NA,NA,41.991665839783,NA,7.66893041629714
20,PIEN,Ambient_HW,Drought,19,400,400,396,816,421,4,1,27.8832150981648,4.09621134323182,7.50704013715058
20,PIEN,Ambient_HW,Watered,0,720,720,NA,NA,NA,NA,NA,15.5145093380358,NA,7.50704013715058
20,PIFL,Ambient,Drought,0,424,424,365,759,394,59,15,40.939750339917,24.886849201092,11.4761431218887
20,PIFL,Ambient,Watered,0,667,667,NA,NA,NA,NA,NA,36.6169359723066,NA,11.4761431218887
20,PIFL,Ambient_HW,Drought,1,373,379,348,706,358,31,8,48.5837313034767,18.5611365350747,9.3772157592602
20,PIFL,Ambient_HW,Watered,0,534,534,NA,NA,NA,NA,NA,41.4547946563483,NA,9.3772157592602
20,PSME,Ambient,Drought,10,354,354,349,707,358,5,1,31.7944053337425,4.66651002243365,7.81970030857376
20,PSME,Ambient,Watered,0,592,592,NA,NA,NA,NA,NA,51.073476482417,NA,7.81970030857376
20,PSME,Ambient_HW,Drought,16,363,363,360,698,338,3,1,32.6033175580258,2.92178748461676,6.9568851990617
20,PSME,Ambient_HW,Watered,0,576,576,NA,NA,NA,NA,NA,43.914690025093,NA,6.9568851990617
21,PIED,Ambient,Drought,19,NA,394,394,772,378,0,0,58.4074216224685,0,4.32148659959598
21,PIED,Ambient,Watered,0,548,548,NA,NA,NA,NA,NA,59.4112783905548,NA,4.32148659959598
21,PIED,Ambient_HW,Drought,20,403,385,385,758,373,0,0,38.486190277881,0.670820393249937,3.79323880382056
21,PIED,Ambient_HW,Watered,0,529,529,NA,NA,NA,NA,NA,45.7580593994107,NA,3.79323880382056
21,PIEN,Ambient,Drought,18,325,316,314,679,365,2,1,36.2137094004192,3.79904574044742,7.66893041629714
21,PIEN,Ambient,Watered,0,533,533,NA,NA,NA,NA,NA,41.6677333196804,NA,7.66893041629714
21,PIEN,Ambient_HW,Drought,20,403,397,396,816,421,1,0,26.6647806350585,1.76515990031618,7.50704013715058
21,PIEN,Ambient_HW,Watered,0,656,656,NA,NA,NA,NA,NA,15.546703830716,NA,7.50704013715058
21,PIFL,Ambient,Drought,0,413,413,365,759,394,48,12,40.1444759259406,22.5072502938381,11.4761431218887
21,PIFL,Ambient,Watered,0,693,693,NA,NA,NA,NA,NA,46.0890442513186,NA,11.4761431218887
21,PIFL,Ambient_HW,Drought,1,364,370,348,706,358,22,6,48.4162597742361,15.7929864513534,9.3772157592602
21,PIFL,Ambient_HW,Watered,0,592,592,NA,NA,NA,NA,NA,44.8586669440812,NA,9.3772157592602
21,PSME,Ambient,Drought,17,352,352,349,707,358,3,1,31.7604520715539,3.48643989735873,7.81970030857376
21,PSME,Ambient,Watered,0,659,659,NA,NA,NA,NA,NA,40.6534131408422,NA,7.81970030857376
21,PSME,Ambient_HW,Drought,19,361,361,360,698,338,1,0,31.9345959901269,2.10012530954452,6.9568851990617
21,PSME,Ambient_HW,Watered,0,642,642,NA,NA,NA,NA,NA,36.1081708204667,NA,6.9568851990617
22,PIED,Ambient,Drought,19,NA,394,394,772,378,0,0,58.4074216224685,0,4.32148659959598
22,PIED,Ambient,Watered,0,499,499,NA,NA,NA,NA,NA,112.324529823187,NA,4.32148659959598
22,PIED,Ambient_HW,Drought,20,400,385,385,758,373,0,0,38.4175124540605,0,3.79323880382056
22,PIED,Ambient_HW,Watered,0,469,469,NA,NA,NA,NA,NA,93.0816845571673,NA,3.79323880382056
22,PIEN,Ambient,Drought,19,328,314,313,676,363,1,0,34.9224705221212,2.85205373832889,7.66893041629714
22,PIEN,Ambient,Watered,0,624,624,NA,NA,NA,NA,NA,42.511175001404,NA,7.66893041629714
22,PIEN,Ambient_HW,Drought,20,405,396,396,816,421,0,0,26.2042081795232,1.11803398874989,7.50704013715058
22,PIEN,Ambient_HW,Watered,0,763,763,NA,NA,NA,NA,NA,14.0890028036054,NA,7.50704013715058
22,PIFL,Ambient,Drought,0,402,402,365,759,394,37,9,38.8009766561833,20.7224134948763,11.4761431218887
22,PIFL,Ambient,Watered,0,643,643,NA,NA,NA,NA,NA,48.9162549670352,NA,11.4761431218887
22,PIFL,Ambient_HW,Drought,1,356,363,348,706,358,15,4,48.0076748250242,13.0710608436709,9.3772157592602
22,PIFL,Ambient_HW,Watered,0,546,546,NA,NA,NA,NA,NA,46.5542694067902,NA,9.3772157592602
22,PSME,Ambient,Drought,18,348,350,349,707,358,1,0,31.6448632232951,1.58943882847805,7.81970030857376
22,PSME,Ambient,Watered,0,579,579,NA,NA,NA,NA,NA,52.1392366649148,NA,7.81970030857376
22,PSME,Ambient_HW,Drought,20,373,360,360,698,338,0,0,31.5235500939586,0.882579950158088,6.9568851990617
22,PSME,Ambient_HW,Watered,0,564,564,NA,NA,NA,NA,NA,40.0349847008838,NA,6.9568851990617
23,PIEN,Ambient,Drought,20,330,313,313,676,363,0,0,33.9473276213545,1.18210338847862,7.66893041629714
23,PIEN,Ambient,Watered,0,568,568,NA,NA,NA,NA,NA,44.5331337320876,NA,7.66893041629714
23,PIEN,Ambient_HW,Drought,20,400,396,396,816,421,0,0,26.1360811301562,0,7.50704013715058
23,PIEN,Ambient_HW,Watered,0,693,693,NA,NA,NA,NA,NA,15.1558569536665,NA,7.50704013715058
23,PIFL,Ambient,Drought,0,393,393,365,759,394,28,7,37.0027026039991,18.3827006778255,11.4761431218887
23,PIFL,Ambient,Watered,0,675,675,NA,NA,NA,NA,NA,48.4943295654245,NA,11.4761431218887
23,PIFL,Ambient_HW,Drought,1,350,357,348,706,358,9,2,47.0184734131731,10.4885902921122,9.3772157592602
23,PIFL,Ambient_HW,Watered,0,586,586,NA,NA,NA,NA,NA,44.3767957383135,NA,9.3772157592602
23,PSME,Ambient,Drought,20,342,349,349,707,358,0,0,31.8963782798051,0.366347548532523,7.81970030857376
23,PSME,Ambient,Watered,0,634,634,NA,NA,NA,NA,NA,53.9379272868359,NA,7.81970030857376
23,PSME,Ambient_HW,Drought,20,377,360,360,698,338,0,0,31.3393564573029,0,6.9568851990617
23,PSME,Ambient_HW,Watered,0,606,606,NA,NA,NA,NA,NA,44.73589163077,NA,6.9568851990617
24,PIEN,Ambient,Drought,20,362,313,313,676,363,0,0,33.057008174874,0,7.66893041629714
24,PIEN,Ambient,Watered,0,596,596,NA,NA,NA,NA,NA,40.3150096118059,NA,7.66893041629714
24,PIEN,Ambient_HW,Drought,20,NA,396,396,816,421,0,0,26.1360811301562,0,7.50704013715058
24,PIEN,Ambient_HW,Watered,0,723,723,NA,NA,NA,NA,NA,20.7050718424255,NA,7.50704013715058
24,PIFL,Ambient,Drought,0,385,385,365,759,394,20,5,35.4823529155135,16.1372403562626,11.4761431218887
24,PIFL,Ambient,Watered,0,628,628,NA,NA,NA,NA,NA,46.3001079912347,NA,11.4761431218887
24,PIFL,Ambient_HW,Drought,1,346,354,348,706,358,5,1,45.6460928171698,8.09467011128473,9.3772157592602
24,PIFL,Ambient_HW,Watered,0,539,539,NA,NA,NA,NA,NA,45.6048243062069,NA,9.3772157592602
24,PSME,Ambient,Drought,20,342,349,349,707,358,0,0,31.928002888077,0,7.81970030857376
24,PSME,Ambient,Watered,0,567,567,NA,NA,NA,NA,NA,55.707270620629,NA,7.81970030857376
24,PSME,Ambient_HW,Drought,20,369,360,360,698,338,0,0,31.3393564573029,0,6.9568851990617
24,PSME,Ambient_HW,Watered,0,536,536,NA,NA,NA,NA,NA,48.3993801613202,NA,6.9568851990617
25,PIFL,Ambient,Drought,0,381,381,365,759,394,16,4,34.077736210951,14.1387857738172,11.4761431218887
25,PIFL,Ambient,Watered,0,695,695,NA,NA,NA,NA,NA,39.2657611666959,NA,11.4761431218887
25,PIFL,Ambient_HW,Drought,1,346,353,348,706,358,5,1,45.1958020873155,6.92269342167673,9.3772157592602
25,PIFL,Ambient_HW,Watered,0,597,597,NA,NA,NA,NA,NA,47.241930527869,NA,9.3772157592602
26,PIFL,Ambient,Drought,2,378,378,365,759,394,13,3,32.6336926310346,12.1103479023432,11.4761431218887
26,PIFL,Ambient,Watered,0,654,654,NA,NA,NA,NA,NA,37.1644991894146,NA,11.4761431218887
26,PIFL,Ambient_HW,Drought,2,345,352,348,706,358,4,1,44.5424398452579,5.3555185507445,9.3772157592602
26,PIFL,Ambient_HW,Watered,0,557,557,NA,NA,NA,NA,NA,49.3842080021539,NA,9.3772157592602
27,PIFL,Ambient,Drought,2,372,372,365,759,394,7,2,30.8994975261479,9.57120132150829,11.4761431218887
27,PIFL,Ambient,Watered,0,682,682,NA,NA,NA,NA,NA,37.7186956296211,NA,11.4761431218887
27,PIFL,Ambient_HW,Drought,8,343,351,348,706,358,3,1,44.4035323393368,4.04448942844979,9.3772157592602
27,PIFL,Ambient_HW,Watered,0,588,588,NA,NA,NA,NA,NA,43.4131316539132,NA,9.3772157592602
28,PIFL,Ambient,Drought,4,369,369,365,759,394,4,1,29.5853359836112,7.37634911835045,11.4761431218887
28,PIFL,Ambient,Watered,0,630,630,NA,NA,NA,NA,NA,31.5943032839783,NA,11.4761431218887
28,PIFL,Ambient_HW,Drought,11,342,349,348,706,358,1,0,44.2272540409192,2.833539724165,9.3772157592602
28,PIFL,Ambient_HW,Watered,0,537,537,NA,NA,NA,NA,NA,44.1078224354819,NA,9.3772157592602
29,PIFL,Ambient,Drought,6,368,368,365,759,394,3,1,28.9225826902385,5.87120538148505,11.4761431218887
29,PIFL,Ambient,Watered,0,688,688,NA,NA,NA,NA,NA,37.1119926708335,NA,11.4761431218887
29,PIFL,Ambient_HW,Drought,13,342,349,348,706,358,1,0,44.059887473875,2.15211034739588,9.3772157592602
29,PIFL,Ambient_HW,Watered,0,595,595,NA,NA,NA,NA,NA,41.5656107858407,NA,9.3772157592602
30,PIFL,Ambient,Drought,8,374,368,365,759,394,3,1,28.5182766881724,4.70609906621744,11.4761431218887
30,PIFL,Ambient,Watered,0,642,642,NA,NA,NA,NA,NA,32.858788778651,NA,11.4761431218887
30,PIFL,Ambient_HW,Drought,16,352,349,348,706,358,1,0,43.9585929567456,1.68272961207926,9.3772157592602
30,PIFL,Ambient_HW,Watered,0,549,549,NA,NA,NA,NA,NA,43.5924305355873,NA,9.3772157592602
31,PIFL,Ambient,Drought,14,374,367,365,759,394,2,1,28.2179487486059,3.58762492905529,11.4761431218887
31,PIFL,Ambient,Watered,0,689,689,NA,NA,NA,NA,NA,41.0329136182163,NA,11.4761431218887
31,PIFL,Ambient_HW,Drought,18,365,349,348,706,358,1,0,44.0792050267411,1.34848843251679,9.3772157592602
31,PIFL,Ambient_HW,Watered,0,602,602,NA,NA,NA,NA,NA,47.7409677321271,NA,9.3772157592602
32,PIFL,Ambient,Drought,17,376,366,365,759,394,1,0,27.770251027048,2.42573917112203,11.4761431218887
32,PIFL,Ambient,Watered,0,634,634,NA,NA,NA,NA,NA,35.2746367805538,NA,11.4761431218887
32,PIFL,Ambient_HW,Drought,19,373,349,348,706,358,0,0,43.82188830638,0.571240570577479,9.3772157592602
32,PIFL,Ambient_HW,Watered,0,547,547,NA,NA,NA,NA,NA,47.4836814074056,NA,9.3772157592602
33,PIFL,Ambient,Drought,18,374,366,365,759,394,1,0,27.6201204311563,1.56944509134179,11.4761431218887
33,PIFL,Ambient,Watered,0,673,673,NA,NA,NA,NA,NA,32.5760648329414,NA,11.4761431218887
33,PIFL,Ambient_HW,Drought,19,369,348,348,706,358,0,0,43.6763214182648,0.447213595499958,9.3772157592602
33,PIFL,Ambient_HW,Watered,0,589,589,NA,NA,NA,NA,NA,46.4811789867684,NA,9.3772157592602
34,PIFL,Ambient,Drought,19,373,365,365,759,394,0,0,27.4582937331663,0.670820393249937,11.4761431218887
34,PIFL,Ambient,Watered,0,619,619,NA,NA,NA,NA,NA,26.5273443827308,NA,11.4761431218887
34,PIFL,Ambient_HW,Drought,20,368,348,348,706,358,0,0,43.6689399435053,0.223606797749979,9.3772157592602
34,PIFL,Ambient_HW,Watered,0,534,534,NA,NA,NA,NA,NA,46.8486926178309,NA,9.3772157592602
35,PIFL,Ambient,Drought,20,371,365,365,759,394,0,0,27.3974643467526,0.223606797749979,11.4761431218887
35,PIFL,Ambient,Watered,0,664,664,NA,NA,NA,NA,NA,27.1293199325011,NA,11.4761431218887
35,PIFL,Ambient_HW,Drought,20,367,348,348,706,358,0,0,43.6627023779721,0,9.3772157592602
35,PIFL,Ambient_HW,Watered,0,586,586,NA,NA,NA,NA,NA,48.9846914862184,NA,9.3772157592602
36,PIFL,Ambient,Drought,20,371,365,365,759,394,0,0,27.3870407309735,0,11.4761431218887
36,PIFL,Ambient,Watered,0,691,691,NA,NA,NA,NA,NA,32.7719392163479,NA,11.4761431218887
36,PIFL,Ambient_HW,Drought,20,381,348,348,706,358,0,0,43.6627023779721,0,9.3772157592602
36,PIFL,Ambient_HW,Watered,0,607,607,NA,NA,NA,NA,NA,44.8698116777862,NA,9.3772157592602
