ScientificName,CommonName,Species,Week,Treatment_temp,Treatment_water,Dead_Count,PercentDead,PercentBrown_Est
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Drought,20,100,87
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Drought,20,100,87
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Drought,20,100,87
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Drought,20,100,87
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Drought,20,100,87
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Drought,20,100,87
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Drought,20,100,87
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Drought,20,100,87
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Drought,20,100,87
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Drought,20,100,87
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Drought,20,100,87
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Watered,0,0,13
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Watered,0,0,13
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Watered,0,0,13
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Watered,0,0,13
Pinus edulis,Pinyon Pine,PIED,20,Ambient_HW,Watered,0,0,13
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Watered,0,0,21
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Watered,0,0,21
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Watered,0,0,21
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Watered,0,0,21
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient,Watered,0,0,21
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Watered,0,0,24
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Watered,0,0,24
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Watered,0,0,24
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Watered,0,0,24
Pinus edulis,Pinyon Pine,PIED,20.5,Ambient_HW,Watered,0,0,24
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Watered,0,0,21
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Watered,0,0,21
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Watered,0,0,21
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Watered,0,0,21
Pinus edulis,Pinyon Pine,PIED,21,Ambient,Watered,0,0,21
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Watered,0,0,16
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Watered,0,0,16
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Watered,0,0,16
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Watered,0,0,16
Pinus edulis,Pinyon Pine,PIED,21,Ambient_HW,Watered,0,0,16
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,21.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Drought,19,100,87
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Watered,0,0,27
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Watered,0,0,27
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Watered,0,0,27
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Watered,0,0,27
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient,Watered,0,0,27
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Drought,20,100,88
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Watered,0,0,19
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Watered,0,0,19
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Watered,0,0,19
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Watered,0,0,19
Pinus edulis,Pinyon Pine,PIED,22.5,Ambient_HW,Watered,0,0,19
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Drought,0,0,14
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Watered,0,0,22
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Watered,0,0,22
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Watered,0,0,22
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Watered,0,0,22
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient,Watered,0,0,22
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Drought,0,0,12
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Watered,0,0,10
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Watered,0,0,10
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Watered,0,0,10
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Watered,0,0,10
Picea engelmannii,Engelman Spruce,PIEN,1,Ambient_HW,Watered,0,0,10
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Drought,0,0,16
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Watered,0,0,25
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Watered,0,0,25
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Watered,0,0,25
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Watered,0,0,25
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient,Watered,0,0,25
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Drought,0,0,15
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Watered,0,0,10
Picea engelmannii,Engelman Spruce,PIEN,1.5,Ambient_HW,Watered,0,0,10
