Species,Week,Treatment_temp,Treatment_water,Porometer,Temperature,LeafSensor,FilterSensor
PSME,19,Ambient_HW,Drought,28.77,20.21,17.68,8.3
PSME,19,Ambient_HW,Watered,52.8666666666667,20.1333333333333,26.6666666666667,12.7333333333333
PSME,20,Ambient,Drought,62.95,20.42,20.5,8.9
PSME,20,Ambient,Watered,98.2333333333333,20.4,26.4333333333333,11.6
PSME,20,Ambient_HW,Drought,64.15,20.66,20.49,8.73
PSME,20,Ambient_HW,Watered,192.733333333333,20.5,37.9333333333333,16.9333333333333
PSME,21,Ambient,Drought,53.47,18.85,16.61,7.32
PSME,21,Ambient,Watered,121.833333333333,19.0333333333333,28,12.7666666666667
PSME,21,Ambient_HW,Drought,58.75,18.86,17.91,7.92
PSME,21,Ambient_HW,Watered,113.366666666667,18.8333333333333,28.4666666666667,13.2
PSME,22,Ambient,Drought,27.2166666666667,17.6333333333333,15.05,6.78333333333333
PSME,22,Ambient,Watered,67.6333333333333,17.8666666666667,27.1666666666667,12.5333333333333
PSME,22,Ambient_HW,Drought,27.85,17.5,15.35,6.95
PSME,22,Ambient_HW,Watered,79.5666666666667,17.5333333333333,30.2333333333333,13.7666666666667
PSME,23,Ambient,Drought,27.88,20,15.6,7.8
PSME,23,Ambient,Watered,73.2,20.7,28.8666666666667,14.1666666666667
PSME,23,Ambient_HW,Drought,32.1,20.3,17.5,8.9
PSME,23,Ambient_HW,Watered,76.5333333333333,20.5666666666667,29.6666666666667,14.5
PSME,24,Ambient,Drought,63.6,19.4,20.1,8.9
PSME,24,Ambient,Watered,105.133333333333,19.4333333333333,27.1,11.9666666666667
PSME,24,Ambient_HW,Watered,112.6,19.5666666666667,28.9666666666667,12.8333333333333
