ScientificName,CommonName,Species,Week,Treatment_temp,Treatment_water,Dead_Count,PercentDead,Weight_Est,WeightMin,WeightMax,WaterWeight_Base,WaterWeight_Calc,PercentWater
Pinus flexilis,Limber Pine,PIFL,18,Ambient_HW,Drought,1,5,395,348,706,358,47,13
Pinus flexilis,Limber Pine,PIFL,18,Ambient_HW,Watered,0,0,555,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,19,Ambient,Drought,0,0,440,365,759,394,74,19
Pinus flexilis,Limber Pine,PIFL,19,Ambient,Watered,0,0,717,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,19,Ambient_HW,Drought,1,5,388,348,706,358,40,11
Pinus flexilis,Limber Pine,PIFL,19,Ambient_HW,Watered,0,0,598,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,20,Ambient,Drought,0,0,424,365,759,394,59,15
Pinus flexilis,Limber Pine,PIFL,20,Ambient,Watered,0,0,667,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,20,Ambient_HW,Drought,1,5,379,348,706,358,31,8
Pinus flexilis,Limber Pine,PIFL,20,Ambient_HW,Watered,0,0,534,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,21,Ambient,Drought,0,0,413,365,759,394,48,12
Pinus flexilis,Limber Pine,PIFL,21,Ambient,Watered,0,0,693,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,21,Ambient_HW,Drought,1,5,370,348,706,358,22,6
Pinus flexilis,Limber Pine,PIFL,21,Ambient_HW,Watered,0,0,592,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,22,Ambient,Drought,0,0,402,365,759,394,37,9
Pinus flexilis,Limber Pine,PIFL,22,Ambient,Watered,0,0,643,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,22,Ambient_HW,Drought,1,5,363,348,706,358,15,4
Pinus flexilis,Limber Pine,PIFL,22,Ambient_HW,Watered,0,0,546,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,23,Ambient,Drought,0,0,393,365,759,394,28,7
Pinus flexilis,Limber Pine,PIFL,23,Ambient,Watered,0,0,675,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,23,Ambient_HW,Drought,1,5,357,348,706,358,9,2
Pinus flexilis,Limber Pine,PIFL,23,Ambient_HW,Watered,0,0,586,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,24,Ambient,Drought,0,0,385,365,759,394,20,5
Pinus flexilis,Limber Pine,PIFL,24,Ambient,Watered,0,0,628,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,24,Ambient_HW,Drought,1,5,354,348,706,358,5,1
Pinus flexilis,Limber Pine,PIFL,24,Ambient_HW,Watered,0,0,539,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,25,Ambient,Drought,0,0,381,365,759,394,16,4
Pinus flexilis,Limber Pine,PIFL,25,Ambient,Watered,0,0,695,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,25,Ambient_HW,Drought,1,5,353,348,706,358,5,1
Pinus flexilis,Limber Pine,PIFL,25,Ambient_HW,Watered,0,0,597,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,26,Ambient,Drought,2,10,378,365,759,394,13,3
Pinus flexilis,Limber Pine,PIFL,26,Ambient,Watered,0,0,654,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,26,Ambient_HW,Drought,2,10,352,348,706,358,4,1
Pinus flexilis,Limber Pine,PIFL,26,Ambient_HW,Watered,0,0,557,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,27,Ambient,Drought,2,10,372,365,759,394,7,2
Pinus flexilis,Limber Pine,PIFL,27,Ambient,Watered,0,0,682,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,27,Ambient_HW,Drought,8,40,351,348,706,358,3,1
Pinus flexilis,Limber Pine,PIFL,27,Ambient_HW,Watered,0,0,588,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,28,Ambient,Drought,4,20,369,365,759,394,4,1
Pinus flexilis,Limber Pine,PIFL,28,Ambient,Watered,0,0,630,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,28,Ambient_HW,Drought,11,55,349,348,706,358,1,0
Pinus flexilis,Limber Pine,PIFL,28,Ambient_HW,Watered,0,0,537,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,29,Ambient,Drought,6,30,368,365,759,394,3,1
Pinus flexilis,Limber Pine,PIFL,29,Ambient,Watered,0,0,688,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,29,Ambient_HW,Drought,13,65,349,348,706,358,1,0
Pinus flexilis,Limber Pine,PIFL,29,Ambient_HW,Watered,0,0,595,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,30,Ambient,Drought,8,40,368,365,759,394,3,1
Pinus flexilis,Limber Pine,PIFL,30,Ambient,Watered,0,0,642,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,30,Ambient_HW,Drought,16,80,349,348,706,358,1,0
Pinus flexilis,Limber Pine,PIFL,30,Ambient_HW,Watered,0,0,549,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,31,Ambient,Drought,14,70,367,365,759,394,2,1
Pinus flexilis,Limber Pine,PIFL,31,Ambient,Watered,0,0,689,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,31,Ambient_HW,Drought,18,90,349,348,706,358,1,0
Pinus flexilis,Limber Pine,PIFL,31,Ambient_HW,Watered,0,0,602,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,32,Ambient,Drought,17,85,366,365,759,394,1,0
Pinus flexilis,Limber Pine,PIFL,32,Ambient,Watered,0,0,634,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,32,Ambient_HW,Drought,19,95,349,348,706,358,0,0
Pinus flexilis,Limber Pine,PIFL,32,Ambient_HW,Watered,0,0,547,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,33,Ambient,Drought,18,90,366,365,759,394,1,0
Pinus flexilis,Limber Pine,PIFL,33,Ambient,Watered,0,0,673,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,33,Ambient_HW,Drought,19,95,348,348,706,358,0,0
Pinus flexilis,Limber Pine,PIFL,33,Ambient_HW,Watered,0,0,589,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,34,Ambient,Drought,19,95,365,365,759,394,0,0
Pinus flexilis,Limber Pine,PIFL,34,Ambient,Watered,0,0,619,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,34,Ambient_HW,Drought,20,100,348,348,706,358,0,0
Pinus flexilis,Limber Pine,PIFL,34,Ambient_HW,Watered,0,0,534,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,35,Ambient,Drought,20,100,365,365,759,394,0,0
Pinus flexilis,Limber Pine,PIFL,35,Ambient,Watered,0,0,664,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,35,Ambient_HW,Drought,20,100,348,348,706,358,0,0
Pinus flexilis,Limber Pine,PIFL,35,Ambient_HW,Watered,0,0,586,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,36,Ambient,Drought,20,100,365,365,759,394,0,0
Pinus flexilis,Limber Pine,PIFL,36,Ambient,Watered,0,0,691,NA,NA,NA,NA,NA
Pinus flexilis,Limber Pine,PIFL,36,Ambient_HW,Drought,20,100,348,348,706,358,0,0
Pinus flexilis,Limber Pine,PIFL,36,Ambient_HW,Watered,0,0,607,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,1,Ambient,Drought,0,0,675,334,675,341,341,100
Pinus ponderosa,Ponderosa Pine,PIPO,1,Ambient,Watered,0,0,677,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,1,Ambient_HW,Drought,0,0,695,343,695,352,352,100
Pinus ponderosa,Ponderosa Pine,PIPO,1,Ambient_HW,Watered,0,0,747,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,2,Ambient,Drought,0,0,640,334,675,341,307,90
Pinus ponderosa,Ponderosa Pine,PIPO,2,Ambient,Watered,0,0,671,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,2,Ambient_HW,Drought,0,0,660,343,695,352,317,90
Pinus ponderosa,Ponderosa Pine,PIPO,2,Ambient_HW,Watered,0,0,747,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,3,Ambient,Drought,0,0,601,334,675,341,268,78
Pinus ponderosa,Ponderosa Pine,PIPO,3,Ambient,Watered,0,0,630,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,3,Ambient_HW,Drought,0,0,618,343,695,352,275,78
Pinus ponderosa,Ponderosa Pine,PIPO,3,Ambient_HW,Watered,0,0,711,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,4,Ambient,Drought,0,0,552,334,675,341,218,63
Pinus ponderosa,Ponderosa Pine,PIPO,4,Ambient,Watered,0,0,580,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,4,Ambient_HW,Drought,1,5,566,343,695,352,223,63
Pinus ponderosa,Ponderosa Pine,PIPO,4,Ambient_HW,Watered,0,0,666,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,5,Ambient,Drought,1,5,494,334,675,341,161,46
Pinus ponderosa,Ponderosa Pine,PIPO,5,Ambient,Watered,0,0,592,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,5,Ambient_HW,Drought,2,10,514,343,695,352,171,48
Pinus ponderosa,Ponderosa Pine,PIPO,5,Ambient_HW,Watered,0,0,689,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,6,Ambient,Drought,1,5,463,334,675,341,130,37
Pinus ponderosa,Ponderosa Pine,PIPO,6,Ambient,Watered,0,0,548,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,6,Ambient_HW,Drought,2,10,485,343,695,352,142,40
Pinus ponderosa,Ponderosa Pine,PIPO,6,Ambient_HW,Watered,0,0,648,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,7,Ambient,Drought,1,5,432,334,675,341,99,28
Pinus ponderosa,Ponderosa Pine,PIPO,7,Ambient,Watered,0,0,599,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,7,Ambient_HW,Drought,3,15,452,343,695,352,109,30
Pinus ponderosa,Ponderosa Pine,PIPO,7,Ambient_HW,Watered,0,0,671,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,8,Ambient,Drought,1,5,400,334,675,341,67,19
Pinus ponderosa,Ponderosa Pine,PIPO,8,Ambient,Watered,0,0,515,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,8,Ambient_HW,Drought,3,15,400,343,695,352,57,16
Pinus ponderosa,Ponderosa Pine,PIPO,8,Ambient_HW,Watered,0,0,558,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,9,Ambient,Drought,1,5,378,334,675,341,45,13
Pinus ponderosa,Ponderosa Pine,PIPO,9,Ambient,Watered,0,0,561,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,9,Ambient_HW,Drought,3,15,381,343,695,352,38,10
Pinus ponderosa,Ponderosa Pine,PIPO,9,Ambient_HW,Watered,0,0,627,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,10,Ambient,Drought,9,45,359,334,675,341,25,7
Pinus ponderosa,Ponderosa Pine,PIPO,10,Ambient,Watered,0,0,544,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,10,Ambient_HW,Drought,14,70,365,343,695,352,22,6
Pinus ponderosa,Ponderosa Pine,PIPO,10,Ambient_HW,Watered,0,0,618,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,11,Ambient,Drought,12,60,346,334,675,341,12,3
Pinus ponderosa,Ponderosa Pine,PIPO,11,Ambient,Watered,1,5,554,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,11,Ambient_HW,Drought,18,90,357,343,695,352,14,4
Pinus ponderosa,Ponderosa Pine,PIPO,11,Ambient_HW,Watered,0,0,610,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,12,Ambient,Drought,17,85,339,334,675,341,6,2
Pinus ponderosa,Ponderosa Pine,PIPO,12,Ambient,Watered,1,5,474,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,12,Ambient_HW,Drought,19,95,351,343,695,352,8,2
Pinus ponderosa,Ponderosa Pine,PIPO,12,Ambient_HW,Watered,0,0,546,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,13,Ambient,Drought,20,100,334,334,675,341,0,0
Pinus ponderosa,Ponderosa Pine,PIPO,13,Ambient,Watered,1,5,506,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,13,Ambient_HW,Drought,19,95,343,343,695,352,0,0
Pinus ponderosa,Ponderosa Pine,PIPO,13,Ambient_HW,Watered,0,0,582,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,14,Ambient,Drought,20,100,334,334,675,341,0,0
Pinus ponderosa,Ponderosa Pine,PIPO,14,Ambient,Watered,1,5,419,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,14,Ambient_HW,Drought,20,100,343,343,695,352,0,0
Pinus ponderosa,Ponderosa Pine,PIPO,14,Ambient_HW,Watered,1,5,509,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,15,Ambient,Drought,20,100,334,334,675,341,0,0
Pinus ponderosa,Ponderosa Pine,PIPO,15,Ambient,Watered,1,5,487,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,15,Ambient_HW,Drought,20,100,343,343,695,352,0,0
Pinus ponderosa,Ponderosa Pine,PIPO,15,Ambient_HW,Watered,1,5,580,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,16,Ambient,Drought,20,100,334,334,675,341,0,0
Pinus ponderosa,Ponderosa Pine,PIPO,16,Ambient,Watered,1,5,411,NA,NA,NA,NA,NA
Pinus ponderosa,Ponderosa Pine,PIPO,16,Ambient_HW,Drought,20,100,343,343,695,352,0,0
Pinus ponderosa,Ponderosa Pine,PIPO,16,Ambient_HW,Watered,1,5,506,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,1,Ambient,Drought,0,0,707,349,707,358,358,100
Pseudotsuga menziesii,Douglas fir,PSME,1,Ambient,Watered,0,0,718,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,1,Ambient_HW,Drought,0,0,698,360,698,338,338,100
Pseudotsuga menziesii,Douglas fir,PSME,1,Ambient_HW,Watered,0,0,681,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,2,Ambient,Drought,0,0,700,349,707,358,350,98
Pseudotsuga menziesii,Douglas fir,PSME,2,Ambient,Watered,0,0,711,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,2,Ambient_HW,Drought,0,0,691,360,698,338,331,98
Pseudotsuga menziesii,Douglas fir,PSME,2,Ambient_HW,Watered,0,0,674,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,3,Ambient,Drought,0,0,671,349,707,358,322,90
Pseudotsuga menziesii,Douglas fir,PSME,3,Ambient,Watered,0,0,739,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,3,Ambient_HW,Drought,0,0,659,360,698,338,300,88
Pseudotsuga menziesii,Douglas fir,PSME,3,Ambient_HW,Watered,0,0,701,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,4,Ambient,Drought,0,0,649,349,707,358,300,83
Pseudotsuga menziesii,Douglas fir,PSME,4,Ambient,Watered,0,0,716,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,4,Ambient_HW,Drought,0,0,637,360,698,338,278,82
Pseudotsuga menziesii,Douglas fir,PSME,4,Ambient_HW,Watered,0,0,681,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,5,Ambient,Drought,0,0,622,349,707,358,273,76
Pseudotsuga menziesii,Douglas fir,PSME,5,Ambient,Watered,0,0,739,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,5,Ambient_HW,Drought,0,0,610,360,698,338,250,73
Pseudotsuga menziesii,Douglas fir,PSME,5,Ambient_HW,Watered,0,0,706,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,6,Ambient,Drought,0,0,583,349,707,358,234,65
Pseudotsuga menziesii,Douglas fir,PSME,6,Ambient,Watered,0,0,698,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,6,Ambient_HW,Drought,0,0,569,360,698,338,209,60
Pseudotsuga menziesii,Douglas fir,PSME,6,Ambient_HW,Watered,0,0,663,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,7,Ambient,Drought,0,0,560,349,707,358,211,58
Pseudotsuga menziesii,Douglas fir,PSME,7,Ambient,Watered,0,0,743,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,7,Ambient_HW,Drought,0,0,548,360,698,338,188,54
Pseudotsuga menziesii,Douglas fir,PSME,7,Ambient_HW,Watered,0,0,704,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,8,Ambient,Drought,0,0,506,349,707,358,157,43
Pseudotsuga menziesii,Douglas fir,PSME,8,Ambient,Watered,0,0,713,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,8,Ambient_HW,Drought,0,0,449,360,698,338,90,25
Pseudotsuga menziesii,Douglas fir,PSME,8,Ambient_HW,Watered,0,0,558,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,9,Ambient,Drought,0,0,469,349,707,358,120,33
Pseudotsuga menziesii,Douglas fir,PSME,9,Ambient,Watered,0,0,712,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,9,Ambient_HW,Drought,0,0,432,360,698,338,72,20
Pseudotsuga menziesii,Douglas fir,PSME,9,Ambient_HW,Watered,0,0,638,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,10,Ambient,Drought,0,0,439,349,707,358,89,24
Pseudotsuga menziesii,Douglas fir,PSME,10,Ambient,Watered,0,0,652,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,10,Ambient_HW,Drought,0,0,416,360,698,338,56,16
Pseudotsuga menziesii,Douglas fir,PSME,10,Ambient_HW,Watered,0,0,581,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,11,Ambient,Drought,0,0,413,349,707,358,64,17
Pseudotsuga menziesii,Douglas fir,PSME,11,Ambient,Watered,0,0,678,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,11,Ambient_HW,Drought,0,0,399,360,698,338,40,11
Pseudotsuga menziesii,Douglas fir,PSME,11,Ambient_HW,Watered,0,0,631,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,12,Ambient,Drought,0,0,397,349,707,358,48,13
Pseudotsuga menziesii,Douglas fir,PSME,12,Ambient,Watered,0,0,611,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,12,Ambient_HW,Drought,0,0,389,360,698,338,30,8
Pseudotsuga menziesii,Douglas fir,PSME,12,Ambient_HW,Watered,0,0,563,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,13,Ambient,Drought,0,0,386,349,707,358,36,10
Pseudotsuga menziesii,Douglas fir,PSME,13,Ambient,Watered,0,0,680,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,13,Ambient_HW,Drought,0,0,383,360,698,338,24,7
Pseudotsuga menziesii,Douglas fir,PSME,13,Ambient_HW,Watered,0,0,642,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,14,Ambient,Drought,0,0,376,349,707,358,27,7
Pseudotsuga menziesii,Douglas fir,PSME,14,Ambient,Watered,0,0,612,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,14,Ambient_HW,Drought,0,0,377,360,698,338,18,5
Pseudotsuga menziesii,Douglas fir,PSME,14,Ambient_HW,Watered,0,0,574,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,15,Ambient,Drought,2,10,371,349,707,358,21,6
Pseudotsuga menziesii,Douglas fir,PSME,15,Ambient,Watered,0,0,632,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,15,Ambient_HW,Drought,7,35,374,360,698,338,14,4
Pseudotsuga menziesii,Douglas fir,PSME,15,Ambient_HW,Watered,0,0,612,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,16,Ambient,Drought,2,10,NA,349,707,358,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,16,Ambient,Watered,0,0,NA,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,16,Ambient_HW,Drought,8,40,NA,360,698,338,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,16,Ambient_HW,Watered,0,0,NA,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,17,Ambient,Drought,3,15,364,349,707,358,15,4
Pseudotsuga menziesii,Douglas fir,PSME,17,Ambient,Watered,0,0,670,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,17,Ambient_HW,Drought,10,50,372,360,698,338,12,3
Pseudotsuga menziesii,Douglas fir,PSME,17,Ambient_HW,Watered,0,0,652,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,18,Ambient,Drought,5,25,355,349,707,358,11,3
Pseudotsuga menziesii,Douglas fir,PSME,18,Ambient,Watered,0,0,604,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,18,Ambient_HW,Drought,11,55,375,360,698,338,9,2
Pseudotsuga menziesii,Douglas fir,PSME,18,Ambient_HW,Watered,0,0,586,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,19,Ambient,Drought,8,40,358,349,707,358,9,2
Pseudotsuga menziesii,Douglas fir,PSME,19,Ambient,Watered,0,0,671,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,19,Ambient_HW,Drought,15,75,366,360,698,338,6,2
Pseudotsuga menziesii,Douglas fir,PSME,19,Ambient_HW,Watered,0,0,656,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,20,Ambient,Drought,10,50,354,349,707,358,5,1
Pseudotsuga menziesii,Douglas fir,PSME,20,Ambient,Watered,0,0,592,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,20,Ambient_HW,Drought,16,80,363,360,698,338,3,1
Pseudotsuga menziesii,Douglas fir,PSME,20,Ambient_HW,Watered,0,0,576,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,21,Ambient,Drought,17,85,352,349,707,358,3,1
Pseudotsuga menziesii,Douglas fir,PSME,21,Ambient,Watered,0,0,659,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,21,Ambient_HW,Drought,19,95,361,360,698,338,1,0
Pseudotsuga menziesii,Douglas fir,PSME,21,Ambient_HW,Watered,0,0,642,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,22,Ambient,Drought,18,90,350,349,707,358,1,0
Pseudotsuga menziesii,Douglas fir,PSME,22,Ambient,Watered,0,0,579,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,22,Ambient_HW,Drought,20,100,360,360,698,338,0,0
Pseudotsuga menziesii,Douglas fir,PSME,22,Ambient_HW,Watered,0,0,564,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,23,Ambient,Drought,20,100,349,349,707,358,0,0
Pseudotsuga menziesii,Douglas fir,PSME,23,Ambient,Watered,0,0,634,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,23,Ambient_HW,Drought,20,100,360,360,698,338,0,0
Pseudotsuga menziesii,Douglas fir,PSME,23,Ambient_HW,Watered,0,0,606,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,24,Ambient,Drought,20,100,349,349,707,358,0,0
Pseudotsuga menziesii,Douglas fir,PSME,24,Ambient,Watered,0,0,567,NA,NA,NA,NA,NA
Pseudotsuga menziesii,Douglas fir,PSME,24,Ambient_HW,Drought,20,100,360,360,698,338,0,0
Pseudotsuga menziesii,Douglas fir,PSME,24,Ambient_HW,Watered,0,0,536,NA,NA,NA,NA,NA
