Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,Weight_g,Porometer,PercentBrown,Dead,Dead_Count,Heatwave_graph,Heatwave,WeightMin,WeightMax,Weight_Est,WaterWeight_Base,WaterWeight_Calc,PercentWater
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,1,760,156,10,alive,0,Pinyon Pine,no,NA,NA,760,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,2,752,162,10,alive,0,Pinyon Pine,no,NA,NA,752,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,3,709,229.3,10,alive,0,Pinyon Pine,no,NA,NA,709,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,4,661,NA,10,alive,0,Pinyon Pine,no,NA,NA,661,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,5,675,140.5,10,alive,0,Pinyon Pine,no,NA,NA,675,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,6,629,95.2,10,alive,0,Pinyon Pine,no,NA,NA,629,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,7,679,93.9,10,alive,0,Pinyon Pine,no,NA,NA,679,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,8,587,103.9,10,alive,0,Pinyon Pine,no,NA,NA,587,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,9,657,76.6,10,alive,0,Pinyon Pine,no,NA,NA,657,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,10,616,114,10,alive,0,Pinyon Pine,no,NA,NA,616,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,11,602,181.7,10,alive,0,Pinyon Pine,no,NA,NA,602,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,12,518,161.3,10,alive,0,Pinyon Pine,no,NA,NA,518,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,13,551,131.6,10,alive,0,Pinyon Pine,no,NA,NA,551,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,14,465,223.2,10,alive,0,Pinyon Pine,no,NA,NA,465,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,15,517,170,10,alive,0,Pinyon Pine,no,NA,NA,517,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,16,445,173.4,10,alive,0,Pinyon Pine,no,NA,NA,445,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,17,449,178.8,10,alive,0,Pinyon Pine,no,NA,NA,449,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,18,NA,53,NA,alive,0,Pinyon Pine,no,NA,NA,NA,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,19,481,NA,10,alive,0,Pinyon Pine,no,NA,NA,481,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,20,432,NA,10,alive,0,Pinyon Pine,no,NA,NA,432,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,21,504,200.4,10,alive,0,Pinyon Pine,no,NA,NA,504,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED01,Ambient,Watered,yes,6.76,231,5,9.3,22,422,NA,NA,alive,0,Pinyon Pine,no,NA,NA,422,NA,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,1,794,NA,10,alive,0,Pinyon Pine,no,416,794,794,378,378,100
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,2,763,NA,10,alive,0,Pinyon Pine,no,416,794,763,378,347,91.7989417989418
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,3,716,NA,10,alive,0,Pinyon Pine,no,416,794,716,378,300,79.3650793650794
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,4,643,NA,25,alive,0,Pinyon Pine,no,416,794,643,378,227,60.0529100529101
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,5,561,NA,25,alive,0,Pinyon Pine,no,416,794,561,378,145,38.3597883597884
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,6,524,NA,25,alive,0,Pinyon Pine,no,416,794,524,378,108,28.5714285714286
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,7,484,NA,25,alive,0,Pinyon Pine,no,416,794,484,378,68,17.989417989418
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,8,459,NA,25,alive,0,Pinyon Pine,no,416,794,459,378,43,11.3756613756614
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,9,449,NA,25,alive,0,Pinyon Pine,no,416,794,449,378,33,8.73015873015873
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,10,440,NA,25,alive,0,Pinyon Pine,no,416,794,440,378,24,6.34920634920635
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,11,430,NA,25,alive,0,Pinyon Pine,no,416,794,430,378,14,3.7037037037037
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,12,424,NA,25,alive,0,Pinyon Pine,no,416,794,424,378,8,2.11640211640212
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,13,420,NA,50,alive,0,Pinyon Pine,no,416,794,420,378,4,1.05820105820106
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,14,418,NA,50,alive,0,Pinyon Pine,no,416,794,418,378,2,0.529100529100529
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,15,418,NA,75,dead,1,Pinyon Pine,no,416,794,418,378,2,0.529100529100529
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,16,417,NA,90,dead,1,Pinyon Pine,no,416,794,417,378,1,0.264550264550265
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,17,416,NA,90,dead,1,Pinyon Pine,no,416,794,416,378,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,18,NA,NA,NA,dead,1,Pinyon Pine,no,416,794,NA,378,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,19,NA,NA,NA,dead,1,Pinyon Pine,no,416,794,416,378,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,20,NA,NA,NA,dead,1,Pinyon Pine,no,416,794,416,378,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,21,NA,NA,NA,dead,1,Pinyon Pine,no,416,794,416,378,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED02,Ambient,Drought,no,6.04,268,5,5.92,22,NA,NA,NA,dead,1,Pinyon Pine,no,416,794,416,378,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,1,746,60.3,10,alive,0,Pinyon Pine,no,368,746,746,378,378,100
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,2,724,200.1,10,alive,0,Pinyon Pine,no,368,746,724,378,356,94.1798941798942
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,3,690,133.8,10,alive,0,Pinyon Pine,no,368,746,690,378,322,85.1851851851852
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,4,636,198,10,alive,0,Pinyon Pine,no,368,746,636,378,268,70.8994708994709
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,5,582,96.1,10,alive,0,Pinyon Pine,no,368,746,582,378,214,56.6137566137566
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,6,545,85.7,10,alive,0,Pinyon Pine,no,368,746,545,378,177,46.8253968253968
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,7,510,124,10,alive,0,Pinyon Pine,no,368,746,510,378,142,37.5661375661376
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,8,453,123.4,10,alive,0,Pinyon Pine,no,368,746,453,378,85,22.4867724867725
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,9,429,55,10,alive,0,Pinyon Pine,no,368,746,429,378,61,16.1375661375661
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,10,410,59,10,alive,0,Pinyon Pine,no,368,746,410,378,42,11.1111111111111
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,11,398,54.9,10,alive,0,Pinyon Pine,no,368,746,398,378,30,7.93650793650794
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,12,389,66,25,alive,0,Pinyon Pine,no,368,746,389,378,21,5.55555555555556
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,13,379,51.1,10,alive,0,Pinyon Pine,no,368,746,379,378,11,2.91005291005291
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,14,374,68.9,25,alive,0,Pinyon Pine,no,368,746,374,378,6,1.58730158730159
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,15,372,64.3,75,dead,1,Pinyon Pine,no,368,746,372,378,4,1.05820105820106
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,16,370,57.8,50,dead,1,Pinyon Pine,no,368,746,370,378,2,0.529100529100529
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,17,369,101.4,75,dead,1,Pinyon Pine,no,368,746,369,378,1,0.264550264550265
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,18,NA,NA,NA,dead,1,Pinyon Pine,no,368,746,NA,378,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,19,370,NA,75,dead,1,Pinyon Pine,no,368,746,370,378,2,0.529100529100529
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,20,368,NA,75,dead,1,Pinyon Pine,no,368,746,368,378,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,21,NA,NA,NA,dead,1,Pinyon Pine,no,368,746,368,378,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED03,Ambient,Drought,yes,4.32,238,3,4.29,22,NA,NA,NA,dead,1,Pinyon Pine,no,368,746,368,378,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,1,798,232.4,25,alive,0,Pinyon Pine_heatwave,yes,429,798,798,369,369,100
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,2,753,344.1,10,alive,0,Pinyon Pine_heatwave,yes,429,798,753,369,324,87.8048780487805
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,3,709,369.1,10,alive,0,Pinyon Pine_heatwave,yes,429,798,709,369,280,75.8807588075881
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,4,654,410.9,25,alive,0,Pinyon Pine_heatwave,yes,429,798,654,369,225,60.9756097560976
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,5,581,354.7,25,alive,0,Pinyon Pine_heatwave,yes,429,798,581,369,152,41.1924119241192
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,6,549,122.5,25,alive,0,Pinyon Pine_heatwave,yes,429,798,549,369,120,32.520325203252
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,7,503,180,25,alive,0,Pinyon Pine_heatwave,yes,429,798,503,369,74,20.0542005420054
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,8,463,46.8,25,alive,0,Pinyon Pine_heatwave,yes,429,798,463,369,34,9.21409214092141
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,9,454,47.2,25,alive,0,Pinyon Pine_heatwave,yes,429,798,454,369,25,6.77506775067751
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,10,439,55.4,50,alive,0,Pinyon Pine_heatwave,yes,429,798,439,369,10,2.710027100271
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,11,434,50.9,25,alive,0,Pinyon Pine_heatwave,yes,429,798,434,369,5,1.3550135501355
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,12,432,56.1,50,dead,1,Pinyon Pine_heatwave,yes,429,798,432,369,3,0.813008130081301
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,13,431,49.7,75,dead,1,Pinyon Pine_heatwave,yes,429,798,431,369,2,0.5420054200542
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,14,429,64.7,90,dead,1,Pinyon Pine_heatwave,yes,429,798,429,369,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,15,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,429,798,429,369,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,16,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,429,798,429,369,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,17,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,429,798,429,369,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,18,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,429,798,NA,369,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,19,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,429,798,429,369,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,20,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,429,798,429,369,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,21,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,429,798,429,369,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED04,Ambient_HW,Drought,yes,6.33,262,4,5.73,22,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,429,798,429,369,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,1,803,NA,10,alive,0,Pinyon Pine,no,390,803,803,413,413,100
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,2,783,NA,10,alive,0,Pinyon Pine,no,390,803,783,413,393,95.1573849878935
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,3,752,NA,10,alive,0,Pinyon Pine,no,390,803,752,413,362,87.6513317191283
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,4,708,NA,10,alive,0,Pinyon Pine,no,390,803,708,413,318,76.9975786924939
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,5,649,NA,10,alive,0,Pinyon Pine,no,390,803,649,413,259,62.7118644067797
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,6,610,NA,10,alive,0,Pinyon Pine,no,390,803,610,413,220,53.2687651331719
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,7,562,NA,10,alive,0,Pinyon Pine,no,390,803,562,413,172,41.6464891041162
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,8,498,NA,10,alive,0,Pinyon Pine,no,390,803,498,413,108,26.1501210653753
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,9,463,NA,10,alive,0,Pinyon Pine,no,390,803,463,413,73,17.6755447941889
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,10,437,NA,10,alive,0,Pinyon Pine,no,390,803,437,413,47,11.3801452784504
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,11,422,NA,10,alive,0,Pinyon Pine,no,390,803,422,413,32,7.74818401937046
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,12,412,NA,25,alive,0,Pinyon Pine,no,390,803,412,413,22,5.32687651331719
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,13,399,NA,10,alive,0,Pinyon Pine,no,390,803,399,413,9,2.17917675544794
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,14,394,NA,25,alive,0,Pinyon Pine,no,390,803,394,413,4,0.968523002421308
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,15,392,NA,50,alive,0,Pinyon Pine,no,390,803,392,413,2,0.484261501210654
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,16,390,NA,75,dead,1,Pinyon Pine,no,390,803,390,413,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,17,390,NA,75,dead,1,Pinyon Pine,no,390,803,390,413,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,18,NA,NA,NA,dead,1,Pinyon Pine,no,390,803,NA,413,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,19,NA,NA,90,dead,1,Pinyon Pine,no,390,803,NA,413,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,20,NA,NA,90,dead,1,Pinyon Pine,no,390,803,NA,413,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,21,NA,NA,NA,dead,1,Pinyon Pine,no,390,803,390,413,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED05,Ambient,Drought,no,4.03,181,4,5.05,22,NA,NA,NA,dead,1,Pinyon Pine,no,390,803,390,413,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,1,821,68.2,25,alive,0,Pinyon Pine_heatwave,yes,401,821,821,420,420,100
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,2,797,228.9,10,alive,0,Pinyon Pine_heatwave,yes,401,821,797,420,396,94.2857142857143
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,3,763,175.3,10,alive,0,Pinyon Pine_heatwave,yes,401,821,763,420,362,86.1904761904762
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,4,725,96.9,10,alive,0,Pinyon Pine_heatwave,yes,401,821,725,420,324,77.1428571428572
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,5,675,176.3,25,alive,0,Pinyon Pine_heatwave,yes,401,821,675,420,274,65.2380952380952
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,6,640,105.8,25,alive,0,Pinyon Pine_heatwave,yes,401,821,640,420,239,56.9047619047619
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,7,590,94.5,10,alive,0,Pinyon Pine_heatwave,yes,401,821,590,420,189,45
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,8,499,72,25,alive,0,Pinyon Pine_heatwave,yes,401,821,499,420,98,23.3333333333333
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,9,478,78.8,25,alive,0,Pinyon Pine_heatwave,yes,401,821,478,420,77,18.3333333333333
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,10,454,85.5,25,alive,0,Pinyon Pine_heatwave,yes,401,821,454,420,53,12.6190476190476
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,11,439,97,25,alive,0,Pinyon Pine_heatwave,yes,401,821,439,420,38,9.04761904761905
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,12,428,54.5,25,alive,0,Pinyon Pine_heatwave,yes,401,821,428,420,27,6.42857142857143
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,13,412,43.7,25,alive,0,Pinyon Pine_heatwave,yes,401,821,412,420,11,2.61904761904762
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,14,407,57.8,50,alive,0,Pinyon Pine_heatwave,yes,401,821,407,420,6,1.42857142857143
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,15,405,71.1,50,alive,0,Pinyon Pine_heatwave,yes,401,821,405,420,4,0.952380952380952
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,16,403,64.6,50,dead,1,Pinyon Pine_heatwave,yes,401,821,403,420,2,0.476190476190476
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,17,403,98.9,75,dead,1,Pinyon Pine_heatwave,yes,401,821,403,420,2,0.476190476190476
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,18,NA,54,NA,dead,1,Pinyon Pine_heatwave,yes,401,821,NA,420,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,19,NA,NA,75,dead,1,Pinyon Pine_heatwave,yes,401,821,NA,420,NA,NA
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,20,401,NA,75,dead,1,Pinyon Pine_heatwave,yes,401,821,401,420,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,21,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,401,821,401,420,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED06,Ambient_HW,Drought,yes,6.07,289,5,4.48,22,NA,NA,NA,dead,1,Pinyon Pine_heatwave,yes,401,821,401,420,0,0
1,1,Pinus edulis,Pinyon Pine,PIED,PIED07,Ambient,Drought,yes,4.27,248,4,3.87,1,797,80.3,10,alive,0,Pinyon Pine,no,397,797,797,400,400,100
1,1,Pinus edulis,Pinyon Pine,PIED,PIED07,Ambient,Drought,yes,4.27,248,4,3.87,2,780,137.1,10,alive,0,Pinyon Pine,no,397,797,780,400,383,95.75
1,1,Pinus edulis,Pinyon Pine,PIED,PIED07,Ambient,Drought,yes,4.27,248,4,3.87,3,757,128.1,10,alive,0,Pinyon Pine,no,397,797,757,400,360,90
1,1,Pinus edulis,Pinyon Pine,PIED,PIED07,Ambient,Drought,yes,4.27,248,4,3.87,4,723,229.2,10,alive,0,Pinyon Pine,no,397,797,723,400,326,81.5
1,1,Pinus edulis,Pinyon Pine,PIED,PIED07,Ambient,Drought,yes,4.27,248,4,3.87,5,680,123.7,25,alive,0,Pinyon Pine,no,397,797,680,400,283,70.75
1,1,Pinus edulis,Pinyon Pine,PIED,PIED07,Ambient,Drought,yes,4.27,248,4,3.87,6,643,94.8,25,alive,0,Pinyon Pine,no,397,797,643,400,246,61.5
1,1,Pinus edulis,Pinyon Pine,PIED,PIED07,Ambient,Drought,yes,4.27,248,4,3.87,7,582,117,10,alive,0,Pinyon Pine,no,397,797,582,400,185,46.25
1,1,Pinus edulis,Pinyon Pine,PIED,PIED07,Ambient,Drought,yes,4.27,248,4,3.87,8,521,196.7,25,alive,0,Pinyon Pine,no,397,797,521,400,124,31
