Phase,Chamber,ScientificName,CommonName,Species,SpeciesID,Treatment_temp,Treatment_water,PorometerSubset,BasalDia_mm,Height_mm,Whorls,Biomass_g,Week,Weight_g,Porometer,PercentBrown,Dead,Dead_Count,Heatwave_graph,Heatwave,WeightMin,WeightMax,Weight_Est,WaterWeight_Base,WaterWeight_Calc,PercentWater
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,10,734,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,734,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,11,685,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,685,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,12,688,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,688,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,13,NA,NA,NA,alive,0,Engelman Spruce_heatwave,yes,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,14,720,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,720,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,15,662,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,662,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,16,735,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,735,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,17,674,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,674,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,18,733,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,733,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,19,688,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,688,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,20,733,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,733,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,21,670,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,670,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,22,741,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,741,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,23,673,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,673,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN02,Ambient_HW,Watered,no,5.47,200,4,NA,24,706,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,706,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,1,820,204.1,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,820,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,2,819,290.6,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,819,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,3,778,144.6,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,778,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,4,801,67.3,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,801,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,5,801,127.7,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,801,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,6,810,105.8,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,810,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,7,769,118.6,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,769,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,8,684,84.8,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,684,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,9,635,146.2,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,635,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,10,757,114.2,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,757,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,11,711,120,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,711,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,12,733,141.7,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,733,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,13,NA,49.4,NA,alive,0,Engelman Spruce_heatwave,yes,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,14,747,NA,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,747,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,15,695,NA,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,695,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,16,742,33.8,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,742,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,17,680,70.4,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,680,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,18,739,56,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,739,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,19,684,41.8,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,684,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,20,711,40.6,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,711,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,21,645,66.8,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,645,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,22,769,80.2,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,769,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,23,696,96,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,696,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN03,Ambient_HW,Watered,yes,6.8,260,4,NA,24,732,NA,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,732,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,1,821,260.4,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,821,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,2,841,227.4,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,841,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,3,805,109.4,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,805,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,4,839,126.6,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,839,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,5,835,85.5,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,835,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,6,824,74.5,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,824,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,7,787,73.8,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,787,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,8,700,105.5,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,700,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,9,651,129.1,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,651,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,10,767,132,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,767,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,11,720,75.4,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,720,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,12,740,146.4,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,740,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,13,NA,86.1,NA,alive,0,Engelman Spruce_heatwave,yes,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,14,743,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,743,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,15,694,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,694,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,16,752,42,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,752,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,17,687,82.8,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,687,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,18,755,65.7,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,755,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,19,704,32.3,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,704,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,20,740,40.7,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,740,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,21,676,62.3,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,676,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,22,779,81.6,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,779,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,23,710,63,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,710,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN04,Ambient_HW,Watered,yes,6.5,335,5,NA,24,753,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,753,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,1,866,245.2,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,866,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,2,871,182.7,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,871,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,3,846,160.2,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,846,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,4,863,163.2,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,863,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,5,848,118.1,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,848,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,6,843,102.6,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,843,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,7,808,96.8,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,808,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,8,722,84.2,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,722,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,9,677,110.9,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,677,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,10,778,92.4,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,778,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,11,726,98.9,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,726,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,12,740,138.1,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,740,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,13,NA,92.1,NA,alive,0,Engelman Spruce_heatwave,yes,NA,NA,NA,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,14,756,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,756,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,15,705,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,705,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,16,753,54.8,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,753,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,17,690,84.3,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,690,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,18,750,85.8,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,750,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,19,687,55.3,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,687,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,20,708,49,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,708,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,21,643,91.3,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,643,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,22,760,106,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,760,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,23,683,91.6,25,alive,0,Engelman Spruce_heatwave,yes,NA,NA,683,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN05,Ambient_HW,Watered,yes,7.35,290,3,NA,24,702,NA,10,alive,0,Engelman Spruce_heatwave,yes,NA,NA,702,NA,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,1,755,154.9,10,alive,0,Engelman Spruce_heatwave,yes,338,755,755,417,417,100
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,2,737,155.3,10,alive,0,Engelman Spruce_heatwave,yes,338,755,737,417,399,95.6834532374101
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,3,714,165.5,10,alive,0,Engelman Spruce_heatwave,yes,338,755,714,417,376,90.167865707434
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,4,690,87.7,10,alive,0,Engelman Spruce_heatwave,yes,338,755,690,417,352,84.4124700239808
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,5,664,130.6,10,alive,0,Engelman Spruce_heatwave,yes,338,755,664,417,326,78.1774580335731
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,6,631,114.8,10,alive,0,Engelman Spruce_heatwave,yes,338,755,631,417,293,70.2637889688249
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,7,601,104.7,10,alive,0,Engelman Spruce_heatwave,yes,338,755,601,417,263,63.0695443645084
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,8,487,105.3,10,alive,0,Engelman Spruce_heatwave,yes,338,755,487,417,149,35.7314148681055
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,9,450,150.5,10,alive,0,Engelman Spruce_heatwave,yes,338,755,450,417,112,26.8585131894484
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,10,423,137.2,10,alive,0,Engelman Spruce_heatwave,yes,338,755,423,417,85,20.3836930455636
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,11,405,76.5,10,alive,0,Engelman Spruce_heatwave,yes,338,755,405,417,67,16.0671462829736
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,12,391,118.9,10,alive,0,Engelman Spruce_heatwave,yes,338,755,391,417,53,12.7098321342926
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,13,NA,55.6,NA,alive,0,Engelman Spruce_heatwave,yes,338,755,NA,417,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,14,373,NA,10,alive,0,Engelman Spruce_heatwave,yes,338,755,373,417,35,8.39328537170264
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,15,366,NA,10,alive,0,Engelman Spruce_heatwave,yes,338,755,366,417,28,6.71462829736211
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,16,360,22.2,10,alive,0,Engelman Spruce_heatwave,yes,338,755,360,417,22,5.2757793764988
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,17,353,62.3,25,alive,0,Engelman Spruce_heatwave,yes,338,755,353,417,15,3.59712230215827
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,18,345,38.4,90,dead,1,Engelman Spruce_heatwave,yes,338,755,345,417,7,1.67865707434053
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,19,341,NA,90,dead,1,Engelman Spruce_heatwave,yes,338,755,341,417,3,0.719424460431655
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,20,338,NA,90,dead,1,Engelman Spruce_heatwave,yes,338,755,338,417,0,0
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,21,NA,NA,NA,dead,1,Engelman Spruce_heatwave,yes,338,755,338,417,0,0
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,22,NA,NA,NA,dead,1,Engelman Spruce_heatwave,yes,338,755,338,417,0,0
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,23,NA,NA,NA,dead,1,Engelman Spruce_heatwave,yes,338,755,338,417,0,0
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN06,Ambient_HW,Drought,yes,5.5,225,4,4.08,24,NA,NA,NA,dead,1,Engelman Spruce_heatwave,yes,338,755,338,417,0,0
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,1,840,201.3,25,alive,0,Engelman Spruce_heatwave,yes,394,840,840,446,446,100
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,2,827,169.5,10,alive,0,Engelman Spruce_heatwave,yes,394,840,827,446,433,97.085201793722
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,3,811,126.3,25,alive,0,Engelman Spruce_heatwave,yes,394,840,811,446,417,93.4977578475336
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,4,792,108.6,25,alive,0,Engelman Spruce_heatwave,yes,394,840,792,446,398,89.237668161435
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,5,765,106.1,25,alive,0,Engelman Spruce_heatwave,yes,394,840,765,446,371,83.1838565022422
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,6,746,77.5,25,alive,0,Engelman Spruce_heatwave,yes,394,840,746,446,352,78.9237668161435
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,7,727,71.5,25,alive,0,Engelman Spruce_heatwave,yes,394,840,727,446,333,74.6636771300448
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,8,632,107.8,25,alive,0,Engelman Spruce_heatwave,yes,394,840,632,446,238,53.3632286995516
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,9,602,136.8,25,alive,0,Engelman Spruce_heatwave,yes,394,840,602,446,208,46.6367713004484
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,10,574,92.9,25,alive,0,Engelman Spruce_heatwave,yes,394,840,574,446,180,40.3587443946188
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,11,536,77.4,25,alive,0,Engelman Spruce_heatwave,yes,394,840,536,446,142,31.8385650224215
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,12,513,116.5,25,alive,0,Engelman Spruce_heatwave,yes,394,840,513,446,119,26.6816143497758
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,13,NA,58,NA,alive,0,Engelman Spruce_heatwave,yes,394,840,NA,446,NA,NA
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,14,473,NA,25,alive,0,Engelman Spruce_heatwave,yes,394,840,473,446,79,17.7130044843049
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,15,455,NA,25,alive,0,Engelman Spruce_heatwave,yes,394,840,455,446,61,13.6771300448431
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,16,436,28.5,25,alive,0,Engelman Spruce_heatwave,yes,394,840,436,446,42,9.41704035874439
1,3,Picea engelmannii,Engelman Spruce,PIEN,PIEN07,Ambient_HW,Drought,yes,8.8,284,3,4.23,17,424,49.8,25,alive,0,Engelman Spruce_heatwave,yes,394,840,424,446,30,6.72645739910314
