Phase,Chamber,Kestrel,Heatwave,Time,Temperature_C,WetBulb_C,PercentRH,Barometer_MB,Altitude_M,StationPressure_MB,WindSpeed_M/S,HeatIndex_C,DewPoint_C,DensityAltitude_M,WindChill_C
1,3,1,no,9/23/2021 16:00,15.5,14.6,91.7,929.2,721,929.4,0,15.7,14.1,975,15.4
1,3,1,no,9/23/2021 16:30,14.7,13.8,90.7,929.2,721,929.3,0,15,13.2,945,14.7
1,3,1,no,9/23/2021 17:00,14.2,13.4,91.6,929.2,723,929.2,0,14.5,12.9,928,14.2
1,3,1,no,9/23/2021 17:30,13.4,12.5,91.4,929.2,723,929.2,0,13.5,12,894,13.3
1,3,1,no,9/23/2021 18:00,12.2,10.7,84.2,929,724,929,0,12.1,9.6,844,12.1
1,3,1,no,9/23/2021 18:30,12.4,11.6,92.2,929,724,929.1,0,12.6,11.1,856,12.3
1,3,1,no,9/23/2021 19:00,12.8,12.2,93.5,929.5,720,929.5,0.3,13.1,11.8,870,12.8
1,3,1,no,9/23/2021 19:30,12.5,11.9,93.1,929.7,718,929.7,0,12.7,11.4,854,12.4
1,3,1,no,9/23/2021 20:00,12.3,11.5,91.9,930,715,930.1,0.3,12.6,11.1,843,12.3
1,3,1,no,9/23/2021 20:30,12.3,11.3,89.5,930.2,713,930.3,0,12.4,10.6,838,12.2
1,3,1,no,9/23/2021 21:00,12.3,11.4,90.6,930.5,710,930.5,0,12.5,10.8,837,12.3
1,3,1,no,9/23/2021 21:30,12.2,11.4,91.4,930.7,708,930.8,0,12.4,10.8,829,12.2
1,3,1,no,9/23/2021 22:00,12.2,11.4,91.9,930.5,710,930.6,0.3,12.4,10.9,832,12.1
1,3,1,no,9/23/2021 22:30,12.3,11.5,92.2,930.7,709,930.6,0.3,12.6,11.1,836,12.3
1,3,1,no,9/23/2021 23:00,12.3,11.5,92.6,930.7,708,930.8,0.3,12.5,11.1,833,12.2
1,3,1,no,9/23/2021 23:30,12.2,11.5,93.2,930.9,706,930.9,0,12.4,11.1,829,12.1
1,3,1,no,9/24/2021 0:00,12.3,11.6,93.1,930.9,707,930.9,0,12.5,11.2,832,12.2
1,3,1,no,9/24/2021 0:30,10.2,8.5,81.2,930.9,706,930.9,0.3,10,7.1,744,10.1
1,3,1,no,9/24/2021 1:00,10.5,9.7,91,930.9,707,930.9,0,10.6,9.1,760,10.4
1,3,1,no,9/24/2021 1:30,10.2,9.3,89.4,931,706,931.1,0,10.3,8.6,748,10.2
1,3,1,no,9/24/2021 2:00,10.2,9.3,89.5,931,706,931,0.3,10.3,8.6,749,10.2
1,3,1,no,9/24/2021 2:30,9.5,8.8,91.5,931,706,931.1,0,9.7,8.2,722,9.5
1,3,1,no,9/24/2021 3:00,8.2,7,85,931,706,931,0,8.2,5.9,669,8.2
1,3,1,no,9/24/2021 3:30,7.8,7.2,92.9,930.7,707,930.8,0,8,6.7,658,7.8
1,3,1,no,9/24/2021 4:00,7.1,6.3,90.3,931,706,931.1,0,7.1,5.6,625,7
1,3,1,no,9/24/2021 4:30,6.5,5.9,92.5,931.2,704,931.2,0,6.5,5.4,601,6.4
1,3,1,no,9/24/2021 5:00,4.7,4,90.7,931,706,931.1,0,4.8,3.3,533,4.7
1,3,1,no,9/24/2021 5:30,4.7,4.1,91.8,931.2,704,931.3,0,4.7,3.5,529,4.7
1,3,1,no,9/24/2021 6:00,4.6,4,92.1,931.4,703,931.4,0,4.6,3.4,524,4.5
1,3,1,no,9/24/2021 6:30,5.7,5.1,92,931.5,701,931.5,0,5.7,4.5,567,5.6
1,3,1,no,9/24/2021 7:00,6.8,6.2,92.8,931.7,700,931.7,0,6.8,5.7,607,6.7
1,3,1,no,9/24/2021 7:30,8.1,7.6,93.2,931.5,700,931.6,0,8.2,7,660,8
1,3,1,no,9/24/2021 8:00,9.8,9.1,92.1,932,697,932.1,0,9.9,8.6,720,9.7
1,3,1,no,9/24/2021 8:30,10.9,10.5,95.2,932.5,692,932.6,0,11.1,10.1,760,10.8
1,3,1,no,9/24/2021 9:00,12,11.4,94.2,932.7,692,932.6,0.3,12.2,11.1,803,11.9
1,3,1,no,9/24/2021 9:30,13.3,12.9,95.5,932.4,694,932.4,0,13.7,12.6,859,13.3
1,3,1,no,9/24/2021 10:00,14.7,14.2,94.7,932.2,696,932.2,0.3,15.1,13.9,917,14.7
1,3,1,no,9/24/2021 10:30,16.5,15.8,93.9,932.2,695,932.2,0,16.9,15.5,985,16.4
1,3,1,no,9/24/2021 11:00,17.5,16.8,93.9,932.2,695,932.2,0,18,16.5,1027,17.5
1,3,1,no,9/24/2021 11:30,18.7,18,93.9,932,697,932,0.3,19.3,17.7,1077,18.7
1,3,1,no,9/24/2021 12:00,20,19.2,93.1,931.7,700,931.7,0.3,20.6,18.8,1130,19.9
1,3,1,no,9/24/2021 12:30,19.4,18.4,90.9,931.4,703,931.4,0,20,17.9,1111,19.4
1,3,1,no,9/24/2021 13:00,18.8,17.8,91.6,931,704,931.1,0,19.2,17.4,1089,18.8
1,3,1,no,9/24/2021 13:30,18.3,17.5,92.8,930.7,707,930.8,0,18.8,17.1,1073,18.3
1,3,1,no,9/24/2021 14:00,17.8,16.9,92.2,930.5,710,930.6,0,18.2,16.5,1055,17.8
1,3,1,no,9/24/2021 14:30,17.1,16.3,92,930,715,930,0,17.5,15.8,1036,17.1
1,3,1,no,9/24/2021 15:00,16.2,15.3,91.4,929.7,717,929.7,0,16.5,14.8,1000,16.2
1,3,1,no,9/24/2021 15:30,15.6,14.9,92.8,929.7,717,929.7,0,16,14.5,979,15.6
1,3,1,no,9/24/2021 16:00,15.2,14.3,91.4,929.5,718,929.6,0,15.4,13.8,961,15.1
1,3,1,no,9/24/2021 16:30,14.5,13.7,92,929.2,721,929.4,0,14.7,13.2,936,14.4
1,3,1,no,9/24/2021 17:00,13.8,13,91.9,929.5,719,929.6,0,14,12.5,905,13.7
1,3,1,no,9/24/2021 17:30,13.4,12.6,92,929.9,715,929.9,0,13.7,12.2,889,13.4
1,3,1,no,9/24/2021 18:00,12.6,11.8,91.4,929.9,715,929.9,0,12.7,11.2,854,12.5
1,3,1,no,9/24/2021 18:30,12.2,11.6,93.5,930,715,930,0.3,12.5,11.2,840,12.2
1,3,1,no,9/24/2021 19:00,12.3,11.5,92.3,930.5,710,930.6,0,12.6,11.1,837,12.3
1,3,1,no,9/24/2021 19:30,12.3,11.8,93.7,931,706,931,0,12.6,11.3,836,12.3
1,3,1,no,9/24/2021 20:00,12.2,11.4,91,931.2,704,931.2,0,12.4,10.8,826,12.2
1,3,1,no,9/24/2021 20:30,12.1,11.3,91.4,931.7,700,931.8,0,12.2,10.7,814,12
1,3,1,no,9/24/2021 21:00,12,11.3,92.2,931.9,698,931.9,0.3,12.3,10.8,811,12
1,3,1,no,9/24/2021 21:30,12.1,11.3,92.6,932,698,932,0,12.3,10.9,812,12
1,3,1,no,9/24/2021 22:00,12.1,11.4,93.1,932.2,696,932.2,0,12.4,11,811,12.1
1,3,1,no,9/24/2021 22:30,12.1,11.5,93.2,932,697,932.1,0,12.4,11.1,813,12.1
1,3,1,no,9/24/2021 23:00,12.1,11.5,93.3,931.9,698,931.9,0,12.4,11.1,816,12.1
1,3,1,no,9/24/2021 23:30,12.2,11.5,93.3,931.7,700,931.8,0,12.4,11.1,819,12.1
1,3,1,no,9/25/2021 0:00,12.1,11.5,93.2,932,697,932,0,12.4,11.1,815,12.1
1,3,1,no,9/25/2021 0:30,10.3,9.7,92.4,931.5,701,931.6,0,10.5,9.1,748,10.3
1,3,1,no,9/25/2021 1:00,10.1,9.6,94.8,931.7,700,931.7,0,10.3,9.3,738,10
1,3,1,no,9/25/2021 1:30,10.3,9.7,93,931.7,700,931.7,0,10.5,9.2,747,10.3
1,3,1,no,9/25/2021 2:00,10.2,9.5,92.5,931.7,700,931.8,0,10.3,9,739,10.1
1,3,1,no,9/25/2021 2:30,9.2,8.6,91.7,931.9,698,931.9,0,9.4,8,702,9.2
1,3,1,no,9/25/2021 3:00,8.5,8,93.3,931.9,698,931.9,0.3,8.7,7.5,673,8.5
1,3,1,no,9/25/2021 3:30,8,7.4,92.2,931.9,698,931.9,0,8.1,6.8,651,7.9
1,3,1,no,9/25/2021 4:00,7,6.5,93.2,931.7,700,931.7,0,7.1,6,617,7
1,3,1,no,9/25/2021 4:30,6.7,6.1,92.3,931.9,698,931.9,0,6.7,5.5,601,6.6
1,3,1,no,9/25/2021 5:00,5.5,4.8,90.7,932,698,932,0,5.6,4.1,553,5.5
1,3,1,no,9/25/2021 5:30,5,4.4,91.5,931.7,700,931.8,0,5,3.7,536,4.9
1,3,1,no,9/25/2021 6:00,4.7,4,90.1,932.2,696,932.2,0,4.8,3.2,520,4.7
1,3,1,no,9/25/2021 6:30,5.9,5.3,92.3,932.2,694,932.3,0,6,4.8,567,5.9
1,3,1,no,9/25/2021 7:00,7.3,6.7,92.7,932.5,692,932.6,0,7.4,6.2,618,7.3
1,3,1,no,9/25/2021 7:30,8.3,7.7,92.3,932.7,691,932.8,0,8.5,7.1,655,8.3
1,3,1,no,9/25/2021 8:00,9.8,9.3,94,933,687,933.1,0,10.1,8.9,712,9.8
1,3,1,no,9/25/2021 8:30,11.1,10.4,92.9,933.2,687,933.2,0,11.3,9.9,759,11
1,3,1,no,9/25/2021 9:00,12.1,11.4,92.6,933.2,687,933.1,0.3,12.4,11,802,12.1
1,3,1,no,9/25/2021 9:30,13.6,12.7,91.3,933,688,933,0,13.8,12.2,862,13.6
1,3,1,no,9/25/2021 10:00,14.8,13.8,90.1,933,688,933,0,15,13.2,907,14.7
1,3,1,no,9/25/2021 10:30,15.9,14.8,89.7,933,688,933.1,0,16,14.2,948,15.8
1,3,1,no,9/25/2021 11:00,19.6,17.8,85,932.9,689,932.9,0,19.8,17,1094,19.5
1,3,1,no,9/25/2021 11:30,19.6,18.8,92.8,932.5,692,932.6,0.3,20.3,18.4,1107,19.6
1,3,1,no,9/25/2021 12:00,20.3,19.6,93.7,932,698,932,0,21.1,19.3,1143,20.3
1,3,1,no,9/25/2021 12:30,19.9,18.9,91.6,931.4,702,931.4,0,20.6,18.5,1130,19.9
1,3,1,no,9/25/2021 13:00,19,18.4,94.2,931,706,931,0,19.7,18.1,1101,19
1,3,1,no,9/25/2021 13:30,18.3,17.6,93,930.5,711,930.5,0,18.8,17.2,1077,18.3
1,3,1,no,9/25/2021 14:00,17.7,16.8,91.7,929.9,716,929.9,0.3,18,16.4,1059,17.7
1,3,1,no,9/25/2021 14:30,17.1,16.4,93.8,929.5,719,929.6,0,17.5,16.1,1040,17.1
1,3,1,no,9/25/2021 15:00,16.4,15.7,93.1,929.2,722,929.3,0,16.8,15.3,1015,16.4
1,3,1,no,9/25/2021 15:30,15.9,15.1,91.7,928.7,726,928.8,0.3,16.2,14.6,1000,15.9
1,3,1,no,9/25/2021 16:00,15.4,14.5,90.7,928.9,726,928.9,0,15.7,13.9,979,15.4
1,3,1,no,9/25/2021 16:30,14.6,13.8,91.7,929,724,929,0,14.8,13.2,944,14.5
1,3,1,no,9/25/2021 17:00,13.8,13,91.6,929,724,929,0,14.1,12.5,915,13.8
1,3,1,no,9/25/2021 17:30,13.1,12.3,92.2,929.2,721,929.3,0.3,13.4,11.9,884,13.1
1,3,1,no,9/25/2021 18:00,12.5,11.6,91.3,930,714,930.1,0,12.6,11.1,849,12.4
1,3,1,no,9/25/2021 18:30,12.3,11.6,93,930.9,707,930.9,0,12.6,11.2,833,12.3
1,3,1,no,9/25/2021 19:00,13.2,12.8,95.6,932,696,932.1,0,13.5,12.5,858,13.1
1,3,1,no,9/25/2021 19:30,12.1,11.4,92.2,932.5,692,932.5,0.3,12.4,10.9,807,12.1
1,3,1,no,9/25/2021 20:00,12.4,11.9,93.9,932.5,692,932.6,0,12.8,11.5,820,12.4
1,3,1,no,9/25/2021 20:30,12.4,11.7,93.1,932.5,694,932.5,0,12.7,11.3,821,12.4
1,3,1,no,9/25/2021 21:00,12.6,12,93,932.5,692,932.5,0,12.8,11.5,826,12.5
1,3,1,no,9/25/2021 21:30,12.3,11.5,92.5,932.2,696,932.2,0,12.6,11.1,819,12.3
1,3,1,no,9/25/2021 22:00,12.7,12.1,93,932.2,695,932.3,0,12.9,11.6,833,12.6
1,3,1,no,9/25/2021 22:30,12.6,12,93.5,932.5,692,932.6,0,12.8,11.5,826,12.5
1,3,1,no,9/25/2021 23:00,12.5,11.9,93.4,933,688,933,0,12.7,11.4,817,12.4
1,3,1,no,9/25/2021 23:30,12.5,11.9,93.5,933.2,686,933.3,0,12.7,11.4,815,12.4
1,3,1,no,9/26/2021 0:00,11.9,11.1,90.9,933.2,687,933.2,0,12.1,10.5,793,11.9
1,3,1,no,9/26/2021 0:30,10.4,9.6,91.1,932.7,692,932.7,0,10.6,9,739,10.4
1,3,1,no,9/26/2021 1:00,9.9,9.3,92.5,932.5,692,932.6,0,10,8.7,719,9.8
1,3,1,no,9/26/2021 1:30,10.2,9.5,91.9,932.5,692,932.5,0,10.4,8.9,733,10.2
1,3,1,no,9/26/2021 2:00,10,9.5,94.3,932.5,692,932.5,0.3,10.3,9.1,727,10
1,3,1,no,9/26/2021 2:30,9.4,8.8,92.5,932,697,932.1,0,9.6,8.3,707,9.4
1,3,1,no,9/26/2021 3:00,8.6,7.7,88.6,931.9,698,931.9,0,8.7,6.9,677,8.6
1,3,1,no,9/26/2021 3:30,7.6,6.9,91.2,931.7,700,931.6,0.3,7.7,6.3,641,7.6
1,3,1,no,9/26/2021 4:00,6.8,6.1,91.8,931.5,702,931.5,0,6.8,5.5,610,6.7
1,3,1,no,9/26/2021 4:30,6.4,5.7,91.4,931.4,702,931.4,0,6.5,5.1,595,6.4
1,3,1,no,9/26/2021 5:00,5.3,4.7,91.8,931.7,700,931.6,0,5.4,4.1,551,5.3
1,3,1,no,9/26/2021 5:30,4.9,4.4,93.1,931.7,700,931.7,0,4.9,3.9,533,4.8
1,3,1,no,9/26/2021 6:00,4.5,4,92.5,932,698,932,0,4.6,3.4,515,4.5
1,3,1,no,9/26/2021 6:30,5.8,5.3,93.4,932,696,932.1,0,5.9,4.8,564,5.8
1,3,1,no,9/26/2021 7:00,7.1,6.5,92.7,933,689,933,0,7.2,6,606,7.1
1,3,1,no,9/26/2021 7:30,8.4,7.8,92.1,933,688,933.1,0,8.5,7.2,654,8.3
1,3,1,no,9/26/2021 8:00,9.7,9.2,94.6,933,687,933.1,0,9.9,8.8,706,9.6
1,3,1,no,9/26/2021 8:30,10.7,10.1,93.7,932.7,690,932.8,0,10.8,9.7,750,10.7
1,3,1,no,9/26/2021 9:00,12,11.3,93.1,933.2,686,933.3,0,12.2,10.9,795,11.9
1,3,1,no,9/26/2021 9:30,13.3,12.5,92.1,933.4,685,933.4,0.3,13.5,12,843,13.2
1,3,1,no,9/26/2021 10:00,14.6,13.7,90.6,933.4,685,933.4,0.3,14.9,13.1,898,14.6
1,3,1,no,9/26/2021 10:30,16.1,15,89,933.5,683,933.6,0,16.3,14.3,953,16.1
1,3,1,no,9/26/2021 11:00,19.9,19.4,95,933.5,684,933.5,0,20.7,19.1,1112,19.9
1,3,1,no,9/26/2021 11:30,18.6,17.9,93,933.4,685,933.4,0,19.1,17.5,1058,18.6
1,3,1,no,9/26/2021 12:00,19.9,19,92,933,687,933.1,0.3,20.6,18.6,1112,19.9
1,3,1,no,9/26/2021 12:30,19.5,18.7,93.3,932.5,692,932.5,0.3,20.1,18.4,1103,19.5
1,3,1,no,9/26/2021 13:00,18.9,18.1,92.8,932.2,696,932.2,0,19.4,17.8,1084,18.9
1,3,1,no,9/26/2021 13:30,18.2,17.3,91.7,931.7,700,931.7,0,18.5,16.9,1060,18.2
1,3,1,no,9/26/2021 14:00,17.5,16.8,93.2,931.2,703,931.3,0,17.9,16.4,1037,17.5
1,3,1,no,9/26/2021 14:30,16.9,16.2,92.8,931.4,703,931.4,0.3,17.3,15.8,1012,16.9
1,3,1,no,9/26/2021 15:00,16.1,15.1,90.9,931,706,931,0,16.3,14.6,980,16
1,3,1,no,9/26/2021 15:30,15.5,14.7,91.7,931.2,703,931.3,0,15.8,14.2,956,15.5
1,3,1,no,9/26/2021 16:00,14.9,14.1,92.3,931.2,704,931.3,0.3,15.2,13.6,930,14.8
1,3,1,no,9/26/2021 16:30,14.7,13.9,92,931,706,931,0,15.1,13.4,927,14.7
1,3,1,no,9/26/2021 17:00,13.9,13,91.1,930.7,708,930.8,0,14.1,12.4,896,13.8
1,3,1,no,9/26/2021 17:30,13.2,12.4,91.7,930.7,708,930.8,0,13.4,11.9,870,13.2
1,3,1,no,9/26/2021 18:00,13.1,12.4,92.7,930.7,707,930.8,0,13.4,12,868,13.1
1,3,1,no,9/26/2021 18:30,12.5,11.9,92.8,931,706,931,0,12.8,11.4,842,12.5
1,3,1,no,9/26/2021 19:00,12.4,11.6,92.2,931.4,702,931.4,0,12.6,11.2,831,12.4
1,3,1,no,9/26/2021 19:30,12.3,11.7,93.5,931.7,700,931.8,0,12.6,11.3,824,12.3
1,3,1,no,9/26/2021 20:00,12.5,11.9,93.7,931.9,698,931.9,0,12.7,11.5,831,12.4
1,3,1,no,9/26/2021 20:30,12.7,12.1,93.5,932,697,932,0,12.9,11.7,838,12.7
1,3,1,no,9/26/2021 21:00,12.1,10.9,87,932,697,932.1,0.3,12.1,10,808,12
1,3,1,no,9/26/2021 21:30,12.2,11.1,88.6,932.2,695,932.3,0,12.4,10.4,812,12.2
1,3,1,no,9/26/2021 22:00,12.2,11,87.7,932.2,696,932.1,0,12.2,10.2,812,12.1
1,3,1,no,9/26/2021 22:30,12.8,12.1,92.6,932.2,695,932.2,0,13,11.6,838,12.7
1,3,1,no,9/26/2021 23:00,12.4,11.8,93,932,697,932.1,0,12.7,11.3,826,12.4
1,3,1,no,9/26/2021 23:30,12.5,11.9,93.8,932,698,932,0.3,12.7,11.5,829,12.4
1,3,1,no,9/27/2021 0:00,12.3,11.5,92,932,697,932,0,12.6,11.1,822,12.3
1,3,1,no,9/27/2021 0:30,10.5,9.6,90.2,932,698,932,0,10.6,8.9,748,10.4
1,3,1,no,9/27/2021 1:00,10.6,10,93,931.9,698,931.9,0,10.7,9.5,755,10.5
1,3,1,no,9/27/2021 1:30,10.2,9.7,93.9,932,697,932,0,10.5,9.3,742,10.2
1,3,1,no,9/27/2021 2:00,10.5,9.8,92.5,932,696,932.1,0,10.6,9.3,748,10.4
1,3,1,no,9/27/2021 2:30,9.4,8.8,93.7,931.9,698,931.9,0,9.5,8.4,709,9.4
1,3,1,no,9/27/2021 3:00,8.2,7.6,92.1,931.9,698,931.9,0,8.4,7,662,8.2
1,3,1,no,9/27/2021 3:30,7.8,7.1,91.1,931.7,700,931.7,0,7.8,6.4,645,7.7
1,3,1,no,9/27/2021 4:00,7.3,6.6,90.7,931.7,700,931.8,0,7.4,5.9,626,7.3
1,3,1,no,9/27/2021 4:30,6.6,6.1,93.2,931.7,700,931.7,0,6.7,5.6,600,6.6
1,3,1,no,9/27/2021 5:00,5.5,4.9,91.7,931.4,702,931.4,0,5.5,4.2,558,5.4
1,3,1,no,9/27/2021 5:30,5,4.5,92.6,931.7,698,931.8,0,5.1,3.9,537,5
1,3,1,no,9/27/2021 6:00,4.5,4,92,931.7,698,931.8,0,4.6,3.4,519,4.5
1,3,1,no,9/27/2021 6:30,5.6,5,92.7,931.7,698,931.8,0,5.7,4.5,561,5.6
1,3,1,no,9/27/2021 7:00,7.2,6.6,91.6,932,697,932,0,7.3,6,621,7.2
1,3,1,no,9/27/2021 7:30,8.6,8.1,93.7,932.2,694,932.3,0,8.8,7.7,674,8.6
1,3,1,no,9/27/2021 8:00,9.7,9.1,93.5,932.5,694,932.5,0,9.9,8.7,714,9.7
1,3,1,no,9/27/2021 8:30,11,10.2,92,932.7,692,932.6,0,11.1,9.7,762,10.9
1,3,1,no,9/27/2021 9:00,12.3,11.9,94.8,932.7,691,932.8,0,12.6,11.5,813,12.2
1,3,1,no,9/27/2021 9:30,13.7,13,93.4,932.7,690,932.8,0,13.9,12.6,868,13.7
1,3,1,no,9/27/2021 10:00,15,14.4,94.7,932.7,690,932.8,0,15.3,14.1,920,14.9
1,3,1,no,9/27/2021 10:30,16.2,15.6,94.4,932.5,692,932.5,0,16.7,15.3,973,16.2
1,3,1,no,9/27/2021 11:00,17.6,16.9,93.5,932.4,694,932.4,0,17.9,16.5,1026,17.5
1,3,1,no,9/27/2021 11:30,18.9,18,92,932.2,696,932.2,0,19.3,17.6,1080,18.9
1,3,1,no,9/27/2021 12:00,20.1,19,90.9,931.7,698,931.8,0,20.8,18.6,1132,20.1
1,3,1,no,9/27/2021 12:30,19.8,18.9,92.1,931.4,702,931.4,0,20.5,18.5,1126,19.8
1,3,1,no,9/27/2021 13:00,19.2,17.8,88.3,931.2,704,931.2,0,19.6,17.2,1101,19.2
1,3,1,no,9/27/2021 13:30,18.2,17.3,91.6,930.7,709,930.7,0.3,18.5,16.9,1071,18.2
1,3,1,no,9/27/2021 14:00,17.6,16.8,92.9,930.7,708,930.7,0,17.9,16.4,1045,17.5
1,3,1,no,9/27/2021 14:30,17,16.3,92.8,930,714,930.1,0.3,17.4,15.9,1030,17
1,3,1,no,9/27/2021 15:00,16.6,15.7,91.6,929.9,716,929.9,0,16.9,15.2,1014,16.6
1,3,1,no,9/27/2021 15:30,15.9,14.9,91,929.5,718,929.6,0,16.1,14.4,987,15.8
1,3,1,no,9/27/2021 16:00,15.1,14.3,92.4,929.5,719,929.6,0.6,15.4,13.9,957,15
1,3,1,no,9/27/2021 16:30,14.6,13.7,91.2,929.2,721,929.3,0,14.8,13.2,940,14.5
1,3,1,no,9/27/2021 17:00,13.7,13.1,93.4,929.2,723,929.2,0,14,12.7,909,13.7
1,3,1,no,9/27/2021 17:30,13.4,12.5,91.4,928.9,724,928.9,0,13.6,12,899,13.4
1,3,1,no,9/27/2021 18:00,12.5,11.8,92.5,929,724,929,0,12.7,11.3,862,12.4
1,3,1,no,9/27/2021 18:30,12.5,12,94.3,929,724,929,0,12.9,11.6,864,12.5
1,3,1,no,9/27/2021 19:00,12.1,11.5,93.4,929,724,929,0,12.4,11.1,849,12.1
1,3,1,no,9/27/2021 19:30,12.2,11.5,93,929.2,721,929.3,0,12.5,11.1,849,12.2
1,3,1,no,9/27/2021 20:00,12.6,12,93.7,929.4,721,929.4,0.3,12.9,11.6,863,12.6
1,3,1,no,9/27/2021 20:30,12.3,11.5,91.6,929.5,720,929.5,0.3,12.5,11,849,12.3
1,3,1,no,9/27/2021 21:00,12.5,11.9,93.8,929.5,720,929.5,0,12.7,11.5,857,12.4
1,3,1,no,9/27/2021 21:30,12.6,12.1,94.7,929.5,719,929.5,0.3,12.9,11.8,862,12.5
1,3,1,no,9/27/2021 22:00,12.3,11.7,93.9,929.5,718,929.6,0,12.6,11.3,848,12.2
1,3,1,no,9/27/2021 22:30,12.5,12,94.2,929.5,719,929.6,0,12.8,11.6,856,12.4
1,3,1,no,9/27/2021 23:00,12.3,11.3,89.2,929.5,718,929.6,0,12.5,10.6,846,12.3
1,3,1,no,9/27/2021 23:30,12.7,12.1,93.1,929.7,718,929.7,0,13,11.6,863,12.7
1,3,1,no,9/28/2021 0:00,12.5,12,94.3,929.5,719,929.6,0.3,12.8,11.6,856,12.4
1,3,1,no,9/28/2021 0:30,10.8,10.1,92,929.4,720,929.4,0,11,9.6,792,10.8
1,3,1,no,9/28/2021 1:00,10.8,10.1,92.4,929.2,722,929.2,0,10.9,9.6,792,10.7
1,3,1,no,9/28/2021 1:30,10.5,9.9,93.5,929.4,721,929.4,0,10.6,9.5,779,10.4
1,3,1,no,9/28/2021 2:00,10.2,9.6,93.2,929.2,721,929.3,0,10.4,9.1,769,10.2
1,3,1,no,9/28/2021 2:30,9.6,9,92.6,929,724,929.1,0,9.8,8.5,748,9.6
1,3,1,no,9/28/2021 3:00,8.5,8,92.9,928.9,726,928.9,0,8.7,7.5,708,8.5
